Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45046789,"Into the Fire (Orphan X, #5)",Gregg Andrew Hurwitz,"Hurwitz, Gregg Andrew",,1250120454,9781250120458,0,4.44,Minotaur Books,Hardcover,400,2020,2020,,16/10/2019,to-read,to-read (#163),to-read,,,,0,0
39863167,"Out of the Dark (Orphan X, #4)",Gregg Andrew Hurwitz,"Hurwitz, Gregg Andrew",,125012042X,9781250120427,4,4.4,Minotaur Books,Hardcover,388,2019,2019,,16/10/2019,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,0062085484,9780062085481,4,3.9,Harper,Hardcover,338,2011,2011,,26/07/2018,,,read,,,,2,0
39741038,Earth to Charlie,Justin Olson,"Olson, Justin",,1534419527,9781534419520,4,3.67,Simon  Schuster Books for Young Readers,Hardcover,256,2019,2019,,08/09/2019,,,read,,,,1,0
34726469,"Sky in the Deep (Sky and Sea, #1)",Adrienne Young,"Young, Adrienne",,1250168457,9781250168450,4,3.96,Wednesday Books,Hardcover,340,2018,2018,,29/08/2019,,,read,,,,1,0
38119874,"青の祓魔師 22 [Ao no Exorcist 22] (Blue Exorcist, #22)",Kazue Kato,"Kato, Kazue",加藤和恵,4088815912,9784088815916,4,4.43,集英社,Paperback,210,2018,2018,,20/08/2019,,,read,,,,1,0
36285543,"青の祓魔師 21 [Ao no Exorcist 21] (Blue Exorcist, #21)",Kazue Kato,"Kato, Kazue",加藤和恵,4088813634,9784088813639,4,4.45,集英社,Paperback,194,2018,2018,,20/08/2019,,,read,,,,1,0
34740274,"青の祓魔師 20 [Ao no Exorcist 20] (Blue Exorcist, #20)",Kazue Kato,"Kato, Kazue",加藤和恵,4088811526,9784088811529,4,4.33,集英社,Paperback,210,2017,2017,,20/08/2019,,,read,,,,1,0
33258557,"青の祓魔師 19 [Ao no Exorcist 19] (Blue Exorcist, #19)",Kazue Kato,"Kato, Kazue",加藤和恵,408881052X,9784088810522,4,4.34,集英社,Paperback,186,2017,2017,,20/08/2019,,,read,,,,1,0
30843540,"青の祓魔師 18 [Ao no Exorcist 18] (Blue Exorcist, #18)",Kazue Kato,"Kato, Kazue",加藤和恵,4088808916,9784088808918,4,4.28,集英社,Paperback,202,2016,2016,,20/08/2019,,,read,,,,1,0
29456144,"青の祓魔師 17 [Ao no Exorcist 17] (Blue Exorcist, #17)",Kazue Kato,"Kato, Kazue",加藤和恵,4088806565,9784088806563,4,4.28,集英社,Paperback,186,2016,2016,,20/08/2019,,,read,,,,1,0
25806897,"青の祓魔師 16 [Ao no Exorcist 16] (Blue Exorcist, #16)",Kazue Kato,"Kato, Kazue",加藤和恵,4088805070,9784088805078,4,4.29,集英社,Paperback,210,2016,2016,,20/08/2019,,,read,,,,1,0
25404732,"青の祓魔師 15 [Ao no Exorcist 15] (Blue Exorcist, #15)",Kazue Kato,"Kato, Kazue",加藤和恵,4088803698,9784088803692,4,4.32,集英社,Paperback,194,2015,2015,,20/08/2019,,,read,,,,1,0
23589906,"青の祓魔師 14 [Ao no Exorcist 14] (Blue Exorcist, #14)",Kazue Kato,"Kato, Kazue",加藤和恵,4088802829,9784088802824,4,4.38,集英社,Paperback,194,2015,2015,,20/08/2019,,,read,,,,1,0
18144176,"Blue Exorcist, Vol. 11",Kazue Kato,"Kato, Kazue",,1421565471,9781421565477,4,4.36,VIZ Media LLC,Paperback,210,2014,2013,,20/08/2019,,,read,,,,1,0
17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424968,9780545424967,4,4.27,Scholastic Press,Hardcover,391,2014,2014,,22/08/2018,,,read,,,,1,0
31212082,"Quests for Glory (The School for Good and Evil: The Camelot Years, #1)",Soman Chainani,"Chainani, Soman",,,,4,4.14,Harper Audio,Audible Audio,18,2017,2017,,27/05/2017,,,read,,,,1,0
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,148473274X,9781484732748,4,4.18,Disney-Hyperion,Hardcover,384,2016,2016,,27/05/2017,,,read,,,,1,0
20758103,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,"Ness, Patrick",,0763676179,9780763676179,4,4.19,Candlewick,Paperback,553,2014,2009,,06/05/2019,,,read,,,,1,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,152722533X,9781527225336,5,4.51,Selfpublished,Paperback,288,2018,2018,,21/07/2019,favorites,favorites (#3),read,,,,1,0
20758105,"Monsters of Men (Chaos Walking, #3)",Patrick Ness,"Ness, Patrick",,0763676195,9780763676193,5,4.23,Candlewick,Paperback,643,2014,2010,08/05/2019,08/05/2019,favorites,favorites (#19),read,,,,1,0
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",Mario Pulver,,,5,4.63,Bloomsbury YA,Hardcover,980,2018,2018,,01/05/2019,favorites,favorites (#18),read,,,,1,0
39863277,"Bloodwitch (The Witchlands, #3)",Susan Dennard,"Dennard, Susan",,0765379325,9780765379320,5,4.27,Tor Teen,Hardcover,464,2019,2019,,08/03/2019,favorites,favorites (#17),read,,,,1,0
17378527,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424984,9780545424981,5,4.26,Scholastic Press,Hardcover,439,2016,2016,,27/08/2018,favorites,favorites (#16),read,,,,2,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,1442472456,9781442472457,5,4.42,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,,01/07/2018,favorites,favorites (#2),read,,,,1,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,,,5,4.33,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,,09/03/2018,favorites,favorites (#15),read,,,,1,0
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.57,Bloomsbury Children's Books,Hardcover,689,2016,2016,02/11/2017,01/10/2017,favorites,favorites (#14),read,,,,2,0
25689056,"The Inquisition (Summoner, #2)",Taran Matharu,"Matharu, Taran",,1250076315,9781250076311,5,4.32,Feiwel & Friends,Hardcover,368,2016,2016,,05/09/2017,favorites,favorites (#13),read,,,,1,0
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,1250170974,9781250170972,5,4.11,Henry Holt Company,Hardcover,544,2018,2018,,11/04/2018,favorites,favorites (#1),read,,,,1,0
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.36,Bloomsbury USA Childrens,Hardcover,420,2013,2013,05/09/2017,27/07/2017,favorites,favorites (#11),read,,,,1,0
5821978,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,1416968237,9781416968238,5,3.82,Simon & Schuster Books for Young Readers,Hardcover,276,2009,,,22/05/2017,favorites,favorites (#9),read,,,,1,0
22297138,"The Novice (Summoner, #1)",Taran Matharu,"Matharu, Taran",,,,5,4.12,Feiwel and Friends,Kindle Edition,398,2015,2015,,25/05/2017,favorites,favorites (#10),read,,,,1,0
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.27,Bloomsbury USA Childrens,Hardcover,660,2017,2017,,09/08/2017,favorites,favorites (#12),read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9781423140603,5,4.47,Disney-Hyperion Books,Hardcover,586,2012,2012,,22/05/2017,favorites,favorites (#7),read,,,,1,1
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,0062024035,9780062024039,5,4.15,Katherine Tegen Books,Paperback,487,2012,2011,,22/05/2017,favorites,favorites (#5),read,,,,1,0
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,0375826696,9780375826696,5,3.93,Alfred A. Knopf,Paperback,503,2005,2002,,22/05/2017,favorites,favorites (#6),read,,,,1,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,1416975888,9781416975885,5,4.43,Margaret K. McElderry Books,Hardcover,498,2011,2011,,22/05/2017,favorites,favorites (#8),read,,,,1,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,1481426303,9781481426305,5,4.4,Margaret K. McElderry Books,Hardcover,725,2014,2014,,01/06/2016,favorites,favorites (#4),read,,,,1,0
40996328,"Hellbent (Orphan X, #3)",Gregg Andrew Hurwitz,"Hurwitz, Gregg Andrew",,1250190983,9781250190987,4,4.43,Minotaur Books,Kindle Edition,412,2018,2018,,31/07/2019,,,read,,,,1,0
40996287,"The Nowhere Man (Orphan X, #2)",Gregg Andrew Hurwitz,"Hurwitz, Gregg Andrew",,,,4,4.14,Minotaur Books,Kindle Edition,369,2017,2017,,31/07/2019,,,read,,,,1,0
40874079,"Orphan X (Orphan X, #1)",Gregg Andrew Hurwitz,"Hurwitz, Gregg Andrew",,,,4,4.12,Minotaur Books,Kindle Edition,367,2016,2016,31/07/2019,12/07/2019,,,read,,,,1,0
13541056,"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,"Clare, Cassandra",,,,4,4.34,Margaret K. McElderry Books,Kindle Edition,893,2018,2018,31/07/2019,22/05/2017,,,read,,,,1,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,3.95,Henry Holt & Company,Hardcover,358,2012,2012,,20/01/2018,,,read,,,,2,0
30295312,"The Red Scrolls of Magic (The Eldest Curses, #1)",Cassandra Clare,"Clare, Cassandra",Wesley Chu,1471162141,9781471162145,0,4.13,Simon & Schuster Children's UK,Paperback,368,2019,2019,,31/07/2019,to-read,to-read (#162),to-read,,,,0,0
40367270,Four Dead Queens,Astrid Scholte,"Scholte, Astrid",,0525513922,9780525513926,0,3.8,G.P. Putnam's Sons Books for Young Readers,Hardcover,413,2019,2019,,20/06/2019,to-read,to-read (#161),to-read,,,,0,0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,1408857901,9781408857908,4,4.45,Bloomsbury Publishing,Paperback,705,2017,2017,,27/07/2017,,,read,,,,2,0
38205303,"The Tiger at Midnight (The Tiger at Midnight Trilogy, #1)",Swati Teerdhala,"Teerdhala, Swati",,0062869213,9780062869210,4,3.72,Katherine Tegen Books,Hardcover,487,2019,2019,,19/03/2019,,,read,,,,2,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,,,0,4.25,William Morrow,Mass Market Paperback,491,2006,1990,,19/05/2019,to-read,to-read (#160),to-read,,,,0,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,0316310336,9780316310338,4,4.33,"Little, Brown Books for Young Readers",ebook,336,2019,2019,17/05/2019,17/05/2019,,,read,,,,1,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,,,4,4.08,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,12/07/2018,,,read,,,,1,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,,,0,4.26,Back Bay Books,Paperback,1088,2005,1996,,08/05/2019,to-read,to-read (#159),to-read,,,,0,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424925,9780545424929,4,4.05,Scholastic Press,Hardcover,409,2012,2012,,04/11/2017,,,read,,,,1,0
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,,,0,4.17,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,,04/05/2019,to-read,to-read (#158),to-read,,,,0,0
20758104,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,0763676187,9780763676186,4,3.97,Candlewick Press,Paperback,512,2014,2008,,01/05/2019,,,read,,,,1,0
26156203,"The Crown's Game (The Crown's Game, #1)",Evelyn Skye,"Skye, Evelyn",,0062422588,9780062422583,0,3.83,Balzer + Bray,Hardcover,407,2016,2016,,01/05/2019,to-read,to-read (#157),to-read,,,,0,0
34104969,The Black Coats,Colleen Oakes,"Oakes, Colleen",,,,0,3.73,HarperTeen,Kindle Edition,400,2019,2019,,01/05/2019,to-read,to-read (#156),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,0345409876,9780345409874,0,4.13,Ballantine Books,Paperback,537,1995,1992,,01/05/2019,to-read,to-read (#155),to-read,,,,0,0
35842338,The Surface Breaks,Louise O'Neill,"O'Neill, Louise",,1407185535,9781407185538,4,3.44,Scholastic,Hardcover,309,2018,2018,,01/05/2019,,,read,,,,1,0
37584808,A Kingdom of Exiles (Outcast #1),S.B. Nova,"Nova, S.B.",,,,4,4.14,Night Owl Publishing,Kindle Edition,600,2017,2017,,05/07/2018,,,read,,,,1,0
9680718,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,0983157200,9780983157205,0,4.11,Spencer Hill Press,Paperback,281,2011,2011,,12/07/2017,to-read,to-read (#34),to-read,,,,1,0
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,0312641893,9780312641894,4,4.13,Feiwel & Friends,Hardcover,390,2012,2012,,20/06/2017,,,read,,,,1,0
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,0312642970,9780312642976,4,4.42,Feiwel & Friends,Hardcover,552,2014,2014,,09/04/2019,,,read,,,,1,0
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,0312642962,9780312642969,4,4.25,Feiwel & Friends,Hardcover,454,2013,2013,,09/04/2019,,,read,,,,1,0
34817232,Olivia Twist,Lorie Langdon,"Langdon, Lorie",,031076341X,9780310763413,0,3.87,Blink/HarperCollins,Hardcover,331,2018,2018,,09/04/2019,to-read,to-read (#154),to-read,,,,0,0
18584855,Heartless,Marissa Meyer,"Meyer, Marissa",,1250044650,9781250044655,0,4.09,Feiwel & Friends,Hardcover,464,2016,2016,,09/04/2019,to-read,to-read (#153),to-read,,,,0,0
23272028,"A Study in Charlotte (Charlotte Holmes, #1)",Brittany Cavallaro,"Cavallaro, Brittany",,0062398903,9780062398901,0,3.77,Katherine Tegen Books,Hardcover,321,2016,2016,,09/04/2019,to-read,to-read (#152),to-read,,,,0,0
36233085,"Once & Future (Once & Future, #1)",Amy Rose Capetta,"Capetta, Amy Rose",Cory McCarthy,,,0,3.56,"Little, Brown and Company",Hardcover,336,2019,2019,,09/04/2019,to-read,to-read (#151),to-read,,,,0,0
36118682,"Wicked Saints (Something Dark and Holy, #1)",Emily A. Duncan,"Duncan, Emily A.",,1250195667,9781250195661,0,3.56,Wednesday Books,Hardcover,385,2019,2019,,09/04/2019,to-read,to-read (#150),to-read,,,,0,0
31180248,"Leah on the Offbeat (Simonverse, #3)",Becky Albertalli,"Albertalli, Becky",,0062643800,9780062643803,4,3.81,HarperCollins/Balzer + Bray,Hardcover,352,2018,2018,,04/04/2019,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,0316015849,9780316015844,3,3.64,"Little, Brown and Company",Paperback,498,2006,2005,,22/05/2017,,,read,,,,1,0
714902,"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,"Blackman, Malorie",,0552555703,9780552555708,4,4.2,Corgi Childrens,Paperback,479,2006,2001,,11/11/2018,,,read,,,,1,0
13573616,"Blue Exorcist, Vol. 8",Kazue Kato,"Kato, Kazue",,1421550849,9781421550848,4,4.49,VIZ Media LLC,Paperback,200,2012,2012,20/03/2019,20/03/2019,,,read,,,,1,0
16117438,"Blue Exorcist, Vol. 9",Kazue Kato,"Kato, Kazue",,1421554771,9781421554778,4,4.39,VIZ Media LLC,Paperback,192,2013,2012,20/03/2019,20/03/2019,,,read,,,,1,0
17455664,"青の祓魔師 10 [Ao no Exorcist 10] (Blue Exorcist, #10)",Kazue Kato,"Kato, Kazue",加藤和恵,4088706706,9784088706702,4,4.38,集英社,Paperback,194,2012,2012,20/03/2019,20/03/2019,,,read,,,,1,0
20320678,"青の祓魔師 12 [Ao no Exorcist 12] (Blue Exorcist, #12)",Kazue Kato,"Kato, Kazue",加藤和恵,4088708954,9784088708959,4,4.42,集英社,Paperback,194,2013,2013,20/03/2019,20/03/2019,,,read,,,,1,0
23273878,"青の祓魔師 13 [Ao no Exorcist 13] (Blue Exorcist, #13)",Kazue Kato,"Kato, Kazue",加藤和恵,4088801407,9784088801407,4,4.34,集英社,Paperback,202,2014,2014,20/03/2019,20/03/2019,,,read,,,,1,0
10837494,"Blue Exorcist, Tome 5 (Blue Exorcist, #5)",Kazue Kato,"Kato, Kazue",,2820301223,9782820301222,4,4.43,Kazé,Mass Market Paperback,192,2011,2010,18/03/2019,18/03/2019,,,read,,,,1,0
10334529,"Blue Exorcist, Vol. 3",Kazue Kato,"Kato, Kazue",,1421540347,9781421540344,4,4.41,VIZ Media LLC,Paperback,200,2011,2010,18/03/2019,18/03/2019,,,read,,,,1,0
8539798,"Blue Exorcist, Tome 2 (Blue Exorcist, #2)",Kazue Kato,"Kato, Kazue",,,9782849659267,4,4.46,Kazé,Mass Market Paperback,192,2010,2009,18/03/2019,18/03/2019,,,read,,,,1,0
9876989,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",Kazue Kato,"Kato, Kazue",John Werry,,9781421540320,4,4.37,VIZ Media LLC,Paperback,200,2011,2009,18/03/2019,18/03/2019,,,read,,,,1,0
10334572,"Blue Exorcist, Tome 4 (Blue Exorcist, #4)",Kazue Kato,"Kato, Kazue",,282030026X,9782820300263,4,4.44,Kazé,Mass Market Paperback,186,2011,2010,18/03/2019,18/03/2019,,,read,,,,1,0
12309315,"Blue Exorcist, Vol. 6",Kazue Kato,"Kato, Kazue",,1421541742,9781421541747,4,4.39,VIZ Media LLC,Paperback,200,2012,2011,18/03/2019,18/03/2019,,,read,,,,1,0
12712367,"Blue Exorcist, Vol. 7",Kazue Kato,"Kato, Kazue",,1421542625,9781421542621,4,4.41,VIZ Media LLC,Paperback,192,2012,2011,18/03/2019,18/03/2019,,,read,,,,1,0
16134551,"Fallen Crest High (Fallen Crest High, #1)",Tijan,"Tijan, Tijan",,,,4,4.08,,Kindle Edition,375,2012,2012,,18/09/2018,,,read,,,,1,0
35380157,Opposite of Always,Justin A. Reynolds,"Reynolds, Justin A.",,,,0,3.66,Katherine Tegen Books,Kindle Edition,451,2019,2019,,12/03/2019,to-read,to-read (#149),to-read,,,,0,0
23253083,"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,006238094X,9780062380944,0,4.03,HarperCollins,Hardcover,535,2016,2016,,12/03/2019,to-read,to-read (#148),to-read,,,,0,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,,,0,4.14,Orbit,Kindle Edition,400,2008,1993,,09/03/2019,to-read,to-read (#147),to-read,,,,0,0
36634904,"Storm Glass (Harbinger, #1)",Jeff Wheeler,"Wheeler, Jeff",,,,0,4.19,47North,Kindle Edition,367,2018,2018,,08/03/2019,to-read,to-read (#146),to-read,,,,0,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,1250095255,9781250095251,4,4,Flatiron Books,Hardcover,407,2017,2016,,22/11/2018,,,read,,,,1,0
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,125009531X,9781250095312,0,4.22,Flatiron Books,Hardcover,451,2018,2018,,08/03/2019,to-read,to-read (#145),to-read,,,,0,0
29939390,"Windwitch (The Witchlands, #2)",Susan Dennard,"Dennard, Susan",,,,4,3.96,Tor Teen,Hardcover,384,2017,2017,,02/03/2019,,,read,,,,1,0
21414439,"Truthwitch (The Witchlands, #1)",Susan Dennard,"Dennard, Susan",,,,4,3.86,Tor Teen,Kindle Edition,416,2016,2016,,08/01/2019,,,read,,,,1,0
40611328,"Ishmael (Ishmael, #1)",Daniel Quinn,"Quinn, Daniel",,,,0,4,Bantam,Kindle Edition,338,2009,1992,,19/02/2019,to-read,to-read (#144),to-read,,,,0,0
214579,"The Story of B (Ishmael, #2)",Daniel Quinn,"Quinn, Daniel",,0553379011,9780553379013,0,4.13,Bantam,Paperback,352,1997,1996,,19/02/2019,to-read,to-read (#143),to-read,,,,0,0
97008,"Love, Freedom, and Aloneness: The Koan of Relationships",Osho,"Osho, Osho",,0312291620,9780312291624,0,4.11,St. Martin's Griffin,Paperback,244,2002,2001,,19/02/2019,to-read,to-read (#142),to-read,,,,0,0
6596,The Four Agreements,Miguel Ruiz,"Ruiz, Miguel",ภัทริณี เจริญจินดา,1878424505,9781878424501,0,4.18,Amber-Allen Publishing,Hardcover,168,2001,1997,,19/02/2019,to-read,to-read (#141),to-read,,,,0,0
81939,The mastery of love,Miguel Ruiz,"Ruiz, Miguel",,1878424440,9781878424440,0,4.26,Amber-Allen Publishing,Hardcover,240,2002,1999,,19/02/2019,to-read,to-read (#140),to-read,,,,0,0
13103,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,"Redfield, James",,,,0,3.69,Warner Books,Paperback,247,1995,1993,,19/02/2019,to-read,to-read (#139),to-read,,,,0,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,0061122416,9780061122415,0,3.9,HarperCollins,Paperback,197,1993,1988,,19/02/2019,to-read,to-read (#138),to-read,,,,0,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,192076920X,9781920769208,0,4.27,Scribe,Paperback,936,2004,2003,,19/02/2019,to-read,to-read (#137),to-read,,,,0,0
35247769,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han,"Han, Jenny",,1481430483,9781481430487,4,4.03,Simon  Schuster Books for Young Readers,Hardcover,325,2017,2017,,19/02/2019,,,read,,,,1,0
20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,"Han, Jenny",,144242673X,9781442426733,4,4.04,Simon & Schuster Books for Young Readers,Hardcover,337,2015,2015,,19/02/2019,,,read,,,,1,0
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,"Han, Jenny",,,,4,4.06,Simon & Schuster Books for Young Readers,Hardcover,355,2014,2014,,22/05/2017,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,4,4.61,Orion Children's Books,Kindle Edition,561,2016,2016,,14/02/2019,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,4,4.49,Henry Holt & Company,Hardcover,465,2015,2015,,31/10/2018,,,read,,,,1,0
40121993,The Collected Schizophrenias: Essays,Esmé Weijun Wang,"Wang, Esmé Weijun",,1555978274,9781555978273,0,4.14,Graywolf Press,Paperback,208,2019,2019,,06/02/2019,to-read,to-read (#136),to-read,,,,0,0
29774026,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha    Shannon,"Shannon, Samantha",,,,0,4.23,Bloomsbury Publishing,ebook,848,2019,2019,,06/02/2019,to-read,to-read (#135),to-read,,,,0,0
37789836,"Give the Dark My Love (Give the Dark My Love, #1)",Beth Revis,"Revis, Beth",,,,4,3.67,Razorbill,Kindle Edition,368,2018,2018,07/01/2019,07/01/2019,,,read,,,,1,0
16150831,"In the Afterlight (The Darkest Minds, #3)",Alexandra Bracken,"Bracken, Alexandra",,1423157524,9781423157526,4,4.26,Disney-Hyperion,Hardcover,535,2014,2014,01/01/2019,01/01/2019,,,read,,,,1,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,0062348671,9780062348678,4,4.18,Balzer + Bray,Hardcover,303,2015,2015,,04/01/2019,,,read,,,,1,0
35098412,"The Queen's Rising (The Queen’s Rising, #1)",Rebecca   Ross,"Ross, Rebecca",,0062471341,9780062471345,4,4,HarperTeen,Hardcover,439,2018,2018,,31/01/2019,,,read,,,,1,0
9731300,A Year Without Autumn,Liz Kessler,"Kessler, Liz",,1842555863,9781842555866,4,4.05,Orion Children's Books,Hardcover,256,2011,2011,,24/01/2019,,,read,,,,1,0
3148539,"Destiny and the Wild Horses (Pony Club Secrets, #3)",Stacy Gregg,"Gregg, Stacy",,0007245181,9780007245185,0,4.41,HarperCollinsChildren’sBooks,Paperback,240,2008,2008,,09/01/2019,,,read,,,,1,0
2993430,"Stardust and the Daredevil Ponies (Pony Club Secrets, #4)",Stacy Gregg,"Gregg, Stacy",,0007245165,9780007245161,0,4.42,HarperCollins,Paperback,251,2008,2008,,09/01/2019,,,read,,,,1,0
4914573,"Comet and the Champion's Cup (Pony Club Secrets, #5)",Stacy Gregg,"Gregg, Stacy",,0007270305,9780007270309,0,4.47,HarperCollinsChildren’sBooks,Paperback,256,2020,,,09/01/2019,,,read,,,,1,0
6404733,"Storm and the Silver Bridle (Pony Club Secrets, #6)",Stacy Gregg,"Gregg, Stacy",,0007270313,9780007270316,0,4.43,HarperCollinsChildren’sBooks,Paperback,240,2020,2009,,09/01/2019,,,read,,,,1,0
2953316,"Blaze and the Dark Rider (Pony Club Secrets, #2)",Stacy Gregg,"Gregg, Stacy",,0007245173,9780007245178,0,4.34,HarperCollinsChildren’sBooks,Paperback,256,2020,2007,,09/01/2019,,,read,,,,1,0
1852024,"Mystic and the Midnight Ride (Pony Club Secrets, #1)",Stacy Gregg,"Gregg, Stacy",,000724519X,9780007245192,0,4.32,HarperCollinsChildren’sBooks,Paperback,208,2007,2007,,09/01/2019,,,read,,,,1,0
