Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45184250,"Wicked As You Wish (A Hundred Names for Magic, #1)",Rin Chupeco,"Chupeco, Rin",,1492672661,9781492672661,0,3.41,Sourcebooks Fire,Hardcover,432,2020,2020,,10/12/2020,to-read,to-read (#198),to-read,,,,0,0
44792512,Love Lettering,Kate Clayborn,"Clayborn, Kate",,1496725174,9781496725172,0,3.7,Kensington,Paperback,307,2019,2019,,07/12/2020,to-read,to-read (#197),to-read,,,,0,0
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,,,0,4.02,HarperTeen,Hardcover,513,2019,2019,,06/12/2020,to-read,to-read (#196),to-read,,,,0,0
30075662,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,1524720968,9781524720964,4,4.12,Knopf Books for Young Readers,Hardcover,473,2019,2019,,04/12/2020,,,read,,,,2,0
54477007,"Stealing Embers (Fallen Legacies, #1)",Julie  Hall,"Hall, Julie",,,,0,4.11,,Kindle Edition,454,2020,2020,,01/12/2020,to-read,to-read (#195),to-read,,,,0,0
35064610,"Huntress (Life After, #1)",Julie  Hall,"Hall, Julie",Nathalia Suellen,,,0,4.07,Julie Hall ,Kindle Edition,351,2017,2015,,01/12/2020,to-read,to-read (#194),to-read,,,,0,0
50891959,Recommended for You,Laura  Silverman,"Silverman, Laura",,1534474196,9781534474192,0,3.51,Margaret K. McElderry Books,Hardcover,272,2020,2020,,01/12/2020,to-read,to-read (#193),to-read,,,,0,0
46777,"Tithe (Modern Faerie Tales, #1)",Holly Black,"Black, Holly",,0689867042,9780689867040,0,3.71,Simon Pulse,Paperback,332,2004,2002,,01/12/2020,to-read,to-read (#192),to-read,,,,0,0
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,,9780008250447,4,4.25,Razorbill,Hardcover,452,2016,2016,28/11/2020,30/11/2020,,,read,,,,1,0
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,"Tahir, Sabaa",,0448494507,9780448494500,4,4.18,Razorbill,Hardcover,458,2018,2018,30/11/2020,30/11/2020,,,read,,,,1,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,,,4,4.26,Razorbill,Paperback,446,2016,2015,27/11/2020,02/06/2018,,,read,,,,1,0
35216519,"The Wren Hunt (The Wren Hunt, #1)",Mary Watson,"Watson, Mary",,1681198592,9781681198590,4,3.61,Bloomsbury USA Childrens,Hardcover,432,2018,2018,21/11/2020,21/11/2020,,,read,,,,1,0
25756328,"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,"Welch, Jenna Evans",,1481432540,9781481432542,4,4.08,Simon Pulse,Hardcover,386,2016,2016,19/11/2020,18/11/2020,,,read,,,,1,0
34433755,"Girls of Paper and Fire (Girls of Paper and Fire, #1)",Natasha Ngan,"Ngan, Natasha",James Patterson,0316561363,9780316561365,0,3.82,Jimmy Patterson Books,Hardcover,385,2018,2018,,19/11/2020,to-read,to-read (#191),to-read,,,,0,0
39334199,We Are the Wildcats,Siobhan Vivian,"Vivian, Siobhan",,,,0,3.51,Simon & Schuster,Kindle Edition,368,2020,2020,,18/11/2020,to-read,to-read (#190),to-read,,,,0,0
50855956,"Shine (Shine, #1)",Jessica Jung,"Jung, Jessica",,1534462511,9781534462519,0,3.42,Simon Pulse,Hardcover,352,2020,2020,,18/11/2020,to-read,to-read (#189),to-read,,,,0,0
41735874,Sia Martinez and the Moonlit Beginning of Everything,Raquel Vasquez Gilliland,"Gilliland, Raquel Vasquez",,,,0,3.81,Simon Pulse,Hardcover,432,2020,2020,,18/11/2020,to-read,to-read (#188),to-read,,,,0,0
39678996,Cursed,Thomas Wheeler,"Wheeler, Thomas",Frank Miller,,,0,3.21,Simon & Schuster Books for Young Readers,Kindle Edition,416,2019,2019,,18/11/2020,to-read,to-read (#187),to-read,,,,0,0
17699853,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,1481431870,9781481431873,4,4.43,Margaret K. McElderry Books,Hardcover,582,2020,2020,,22/05/2017,,,read,,,,1,0
37822534,"Seafire (Seafire, #1)",Natalie C. Parker,"Parker, Natalie C.",,0451478800,9780451478801,4,3.84,Razorbill,Hardcover,374,2018,2018,,02/08/2018,,,read,,,,1,0
40674201,The Heart of a Changeling (The Changeling Saga #1),Caitlyn E. Lloyd,"Lloyd, Caitlyn E.",,,9781732169784,0,4.19,,Paperback,504,2019,,,03/11/2020,to-read,to-read (#186),to-read,,,,0,0
43809371,"Cupid's Match (Cupid's Match, #1)",Lauren Palphreyman,"Palphreyman, Lauren",,0993689930,9780993689932,4,3.73,Wattpad Books,Paperback,384,2019,2017,,25/10/2020,,,read,,,,1,0
52016138,"Heart of Flames (Crown of Feathers, #2)",Nicki Pau Preto,"Preto, Nicki Pau",,1534424652,9781534424654,4,4.26,Simon Pulse,Hardcover,640,2020,2020,,08/10/2020,,,read,,,,1,0
35715518,"Crown of Feathers (Crown of Feathers, #1)",Nicki Pau Preto,"Preto, Nicki Pau",,1534424628,9781534424623,4,4.12,Simon Pulse,Hardcover,496,2019,2019,03/10/2020,14/09/2018,,,read,,,,1,0
45892598,THE LIST OF SHIT THAT MADE ME A FEMINIST (THE LIST OF SHIT THAT MADE ME A FEMINIST series Book 1),Farida D.,"D., Farida",,,,0,4.43,,Kindle Edition,308,2019,,,27/09/2020,to-read,to-read (#185),to-read,,,,0,0
52286526,7 Ways: Easy Ideas for Your Favourite Ingredients,Jamie Oliver,"Oliver, Jamie",,0241431158,9780241431153,0,3.59,Michael Joseph,Hardcover,,2020,2020,,25/09/2020,read-blurb,read-blurb (#3),read,,,,0,0
44088751,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,038554572X,9780385545723,0,3.39,Doubleday,Hardcover,208,2020,2020,,25/09/2020,read-blurb,read-blurb (#2),read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,0553588486,9780553588484,4,4.44,Bantam,Mass Market Paperback,835,2005,1996,25/09/2020,11/05/2020,,,read,,,,1,0
53157934,"Don't LOVE me (Don't Love Me, #1)",Lena Kiefer,"Kiefer, Lena",,,,0,4.11,cbj,Kindle Edition,432,2020,2020,,21/09/2020,to-read,to-read (#184),to-read,,,,0,0
36642906,You Only Live Once (Gracie Dart #1),Jess Vallance,"Vallance, Jess",,1848126603,9781848126602,0,3.44,Hot Key Books,Paperback,400,2018,,,15/09/2020,to-read,to-read (#183),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,1250250463,9781250250469,0,4.31,Swoon Reads,Hardcover,344,2020,2020,,01/09/2020,to-read,to-read (#182),to-read,,,,0,0
43809361,The QB Bad Boy and Me,Tay Marley,"Marley, Tay",,0993689949,9780993689949,4,3.94,Wattpad Books,Paperback,416,2019,2017,,01/09/2020,,,read,,,,1,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,0316310409,9780316310406,4,4.37,"Little, Brown",ebook,300,2019,2019,,17/05/2019,,,read,,,,1,0
51787873,Four Days of You and Me,Miranda Kenneally,"Kenneally, Miranda",,1492684139,9781492684138,4,3.67,Sourcebooks Fire,Hardcover,352,2020,2020,,26/08/2020,,,read,,,,1,0
17280547,"Kiss of Fire (Imdalind, #1)",Rebecca Ethington,"Ethington, Rebecca",,,,0,4.08,Imdalind Press ,Kindle Edition,354,2012,2012,,16/08/2020,to-read,to-read (#181),to-read,,,,0,0
353016,"Tantalize (Tantalize, #1)",Cynthia Leitich Smith,"Smith, Cynthia Leitich",,0763627917,9780763627911,4,3.31,Candlewick Press,Hardcover,310,2007,2007,,27/07/2020,,,read,,,,2,0
44156894,My Eyes Are Up Here,Laura  Zimmermann,"Zimmermann, Laura",,1984815245,9781984815248,0,3.91,Dutton Books for Young Readers,Hardcover,352,2020,2020,,26/07/2020,to-read,to-read (#180),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,1984822179,9781984822178,4,3.82,Hogarth Press,Hardcover,273,2019,2018,25/07/2020,25/07/2020,,,read,,,,1,0
44428291,"Siren's Lament, Season 2",NOT A BOOK,"BOOK, NOT A",,,,4,4.39,,Webtoon,,,,,19/07/2020,,,read,,,,1,0
29436002,"Siren's Lament, Season 1",instantmiso,"instantmiso, instantmiso",,,,4,4.29,Line Webtoon,Webtoon,,,,,19/07/2020,,,read,,,,1,0
16104364,"ニセコイ 2 [Fake Love 2] (Nisekoi, #2)",Naoshi Komi,"Komi, Naoshi",,4088704703,9784088704708,4,4.08,Shueisha,Paperback,192,2012,2013,17/07/2020,19/07/2020,,,read,,,,1,0
31244378,"ニセコイ 25 [Fake Love 25] (Nisekoi, #25)",Naoshi Komi,"Komi, Naoshi",,4088808053,9784088808055,4,4.24,Shueisha,Paperback,256,2016,2016,,19/07/2020,,,read,,,,1,0
30299040,"ニセコイ 24 [Fake Love 24] (Nisekoi, #24)",Naoshi Komi,"Komi, Naoshi",,4088807499,9784088807492,4,4.15,Shueisha,Paperback,216,2016,2016,,19/07/2020,,,read,,,,1,0
29589481,"ニセコイ 23 [Fake Love 23] (Nisekoi, #23)",Naoshi Komi,"Komi, Naoshi",,4088807170,9784088807171,4,4.15,Shueisha,Paperback,216,2016,2016,,19/07/2020,,,read,,,,1,0
28696414,"ニセコイ 22 [Fake Love 22] (Nisekoi, #22)",Naoshi Komi,"Komi, Naoshi",,4088806506,9784088806501,4,4.06,Shueisha,Paperback,192,2016,2016,,19/07/2020,,,read,,,,1,0
27310621,"ニセコイ 21 [Fake Love 21] (Nisekoi, #21)",Naoshi Komi,"Komi, Naoshi",,4088805801,9784088805801,4,4.03,Shueisha,Paperback,192,2016,2016,,19/07/2020,,,read,,,,1,0
25806158,"ニセコイ 20 [Fake Love 20] (Nisekoi, #20)",Naoshi Komi,"Komi, Naoshi",,408880483X,9784088804835,4,4.05,Shueisha,Paperback,192,2015,2015,,19/07/2020,,,read,,,,1,0
25640252,"ニセコイ 19 [Fake Love 19] (Nisekoi, #19)",Naoshi Komi,"Komi, Naoshi",,4088804465,9784088804460,4,4,Shueisha,Paperback,192,2015,2015,,19/07/2020,,,read,,,,1,0
25230600,"ニセコイ 18 [Fake Love 18] (Nisekoi, #18)",Naoshi Komi,"Komi, Naoshi",,4088803663,9784088803661,4,4.02,Shueisha,Paperback,192,2015,2015,,19/07/2020,,,read,,,,1,0
24971503,"ニセコイ 17 [Fake Love 17] (Nisekoi, #17)",Naoshi Komi,"Komi, Naoshi",,4088803302,9784088803302,4,3.93,Shueisha,Paperback,192,2015,2015,,19/07/2020,,,read,,,,1,0
24857056,"ニセコイ 16 [Fake Love 16] (Nisekoi, #16)",Naoshi Komi,"Komi, Naoshi",,4088803035,9784088803036,4,3.97,Shueisha,Paperback,192,2015,2015,,19/07/2020,,,read,,,,1,0
23562313,"ニセコイ 15 [Fake Love 15] (Nisekoi, #15)",Naoshi Komi,"Komi, Naoshi",,4088802225,9784088802220,4,3.98,Shueisha,Paperback,192,2014,2014,,19/07/2020,,,read,,,,1,0
23509156,"ニセコイ 14 [Fake Love 14] (Nisekoi, #14)",Naoshi Komi,"Komi, Naoshi",,408880192X,9784088801926,4,3.94,Shueisha,Paperback,200,2014,2014,,19/07/2020,,,read,,,,1,0
23012097,"ニセコイ 13 [Fake Love 13] (Nisekoi, #13)",Naoshi Komi,"Komi, Naoshi",,4088801520,9784088801520,4,4.03,集英社,Paperback,200,2014,2014,,19/07/2020,,,read,,,,1,0
22352800,"ニセコイ 12 [Fake Love 12] (Nisekoi, #12)",Naoshi Komi,"Komi, Naoshi",,4088800583,9784088800585,4,4,集英社,Paperback,192,2014,2014,,19/07/2020,,,read,,,,1,0
22076610,"ニセコイ 11 [Fake Love 11] (Nisekoi, #11)",Naoshi Komi,"Komi, Naoshi",,4088800265,9784088800264,4,3.98,集英社,Paperback,192,2014,2014,,19/07/2020,,,read,,,,1,0
22028442,"ニセコイ 10 [Fake Love 10] (Nisekoi, #10)",Naoshi Komi,"Komi, Naoshi",,4088708903,9784088708904,4,4.09,集英社,Paperback,192,2014,2014,,19/07/2020,,,read,,,,1,0
20529563,"ニセコイ 9 [Fake Love 9] (Nisekoi, #9)",Naoshi Komi,"Komi, Naoshi",,4088708385,9784088708386,4,4.05,集英社,Paperback,192,2013,2013,,19/07/2020,,,read,,,,1,0
18244084,"ニセコイ 8 [Fake Love 8] (Nisekoi, #8)",Naoshi Komi,"Komi, Naoshi",,4088708059,9784088708058,4,4.15,Shueisha,Paperback,192,2013,2013,,19/07/2020,,,read,,,,1,0
17463014,"ニセコイ 6 [Fake Love 6] (Nisekoi, #6)",Naoshi Komi,"Komi, Naoshi",,4088706307,9784088706306,4,4.2,Shueisha ,Paperback,192,2013,2013,,19/07/2020,,,read,,,,1,0
17993476,"ニセコイ 7 [Fake Love 7] (Nisekoi, #7)",Naoshi Komi,"Komi, Naoshi",,408870665X,9784088706658,4,4.2,Shueisha,Paperback,192,2013,2013,,19/07/2020,,,read,,,,1,0
17187448,"ニセコイ 5 [Fake Love 5] (Nisekoi, #5)",Naoshi Komi,"Komi, Naoshi",,4088706021,9784088706023,4,4.13,Shueisha,Paperback,208,2013,2013,,19/07/2020,,,read,,,,1,0
17187438,"ニセコイ 4 [Fake Love 4] (Nisekoi, #4)",Naoshi Komi,"Komi, Naoshi",,4088705386,9784088705385,4,4.13,Shueisha,Paperback,192,2012,2012,,19/07/2020,,,read,,,,1,0
16104370,"ニセコイ 3 [Fake Love 3] (Nisekoi, #3)",Naoshi Komi,"Komi, Naoshi",,4088705033,9784088705033,4,4.13,Shueisha,Paperback,192,2012,2012,,19/07/2020,,,read,,,,1,0
16104234,"ニセコイ 1 [Fake Love 1] (Nisekoi, #1)",Naoshi Komi,"Komi, Naoshi",,4088704541,9784088704548,4,4,Shueisha,Paperback,192,2012,2012,17/07/2020,19/07/2020,,,read,,,,1,0
7157310,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,"Maberry, Jonathan",,1442402326,9781442402324,0,4.1,Simon & Schuster Books For Young Readers,Hardcover,458,2010,2010,,19/07/2020,to-read,to-read (#179),to-read,,,,0,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,0525707964,9780525707967,0,3.95,Delacorte Press for Young Readers,Hardcover,377,2020,2020,,12/07/2020,to-read,to-read (#178),to-read,,,,0,0
37863852,"Why Mummy Swears (Why Mummy, #2)",Gill Sims,"Sims, Gill",,,,4,4.09,HarperCollins,Kindle Edition,369,2018,2018,10/07/2020,12/07/2020,,,read,,,,1,0
32570466,"Girling Up: How to Be Strong, Smart and Spectacular",Mayim Bialik,"Bialik, Mayim",,0399548602,9780399548604,4,3.77,Philomel Books,Hardcover,192,2017,2017,24/06/2020,23/06/2020,,,read,,,,1,0
51020196,Arifureta: From Commonplace to World’s Strongest: Volume 10,Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, Ningen",,,4,4.45,J-Novel Club,Kindle Edition,231,2019,2019,24/06/2020,23/06/2020,,,read,,,,1,0
45729488,Arifureta: From Commonplace to World's Strongest Volume 9,Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, Ningen",,,4,4.46,J-Novel Club,Kindle Edition,260,2019,2018,24/06/2020,23/06/2020,,,read,,,,1,0
41579013,Arifureta: From Commonplace to World's Strongest Volume 8,Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, 白米良,, Ningen, たかやＫｉ",,,4,4.46,J-Novel Club,Kindle Edition,295,2018,2018,24/06/2020,23/06/2020,,,read,,,,1,0
40218434,Arifureta: From Commonplace to World's Strongest Volume 7,Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, Ningen",,,4,4.44,J-Novel Club,Kindle Edition,271,2018,2017,24/06/2020,23/06/2020,,,read,,,,1,0
36348165,ありふれた職業で世界最強 6,Ryo Shirakome,"Shirakome, Ryo","白米良, Takayaki, たかやＫｉ",4865542191,9784865542196,4,4.41,オーバーラップ文庫,Paperback,378,2017,2017,24/06/2020,23/06/2020,,,read,,,,1,0
35129111,ありふれた職業で世界最強 5,Ryo Shirakome,"Shirakome, Ryo","白米良, Takayaki, たかやＫｉ",4865541780,9784865541786,4,4.34,オーバーラップ文庫,Paperback,381,2016,2016,24/06/2020,23/06/2020,,,read,,,,1,0
36342203,"Arifureta: From Commonplace to World's Strongest, Vol. 4",Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, Ningen",,,4,4.35,J-Novel Club,Kindle Edition,280,2017,2016,24/06/2020,23/06/2020,,,read,,,,1,0
35962540,"Arifureta: From Commonplace to World's Strongest, Vol. 3",Ryo Shirakome,"Shirakome, Ryo","Takaya-ki, Ningen",,,4,4.28,J-Novel Club,Kindle Edition,267,2017,2016,25/04/2020,23/06/2020,,,read,,,,1,0
31375524,"They Say I Was Born a King's Daughter, Season 1",Bi Chu,"Chu, Bi",Legna Kim,,,0,3.83,Tapas Media,ebook,,2016,2016,,09/07/2017,to-read,to-read (#33),to-read,,,,0,0
42115981,Loveless,Alice Oseman,"Oseman, Alice",Julián Alejo Sosa,000824412X,9780008244125,0,4.26,HarperCollins Children’s Books,Paperback,433,2020,2020,,29/05/2020,to-read,to-read (#177),to-read,,,,0,0
43715657,"The Eve Illusion (Eve of Man, #2)",Giovanna Fletcher,"Fletcher, Giovanna",Tom    Fletcher,0718184149,9780718184148,4,4.19,Michael Joseph,Hardcover,400,2020,2020,,09/04/2020,,,read,,,,1,0
32051720,"Wicked Like a Wildfire (Hibiscus Daughter, #1)",Lana Popović,"Popović, Lana",,006243683X,9780062436832,4,3.53,Katherine Tegen Books,Hardcover,405,2017,2017,20/05/2020,19/05/2020,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0375704027,9780375704024,0,4.02,Vintage Books,Paperback,296,2000,1987,,19/05/2020,to-read,to-read (#176),to-read,,,,0,0
263991,"Judy Moody Predicts the Future (Judy Moody, #4)",Megan McDonald,"McDonald, Megan",Peter H. Reynolds,1406302147,9781406302141,4,4.09,"Walker,",Paperback,152,2006,2003,,04/05/2020,,,read,,,,1,0
24157,Judy Moody Saves the World! (Judy Moody #3),Megan McDonald,"McDonald, Megan",Peter H. Reynolds,0763620874,9780763620875,4,4.05,Candlewick Press,Paperback,160,2004,2002,,04/05/2020,,,read,,,,1,0
24156,"Judy Moody Gets Famous! (Judy Moody, #2)",Peter H. Reynolds,"Reynolds, Peter H.",Megan McDonald,0763619310,9780763619312,4,4.05,Candlewick Press,Paperback,126,2003,2001,,04/05/2020,,,read,,,,1,0
930612,Judy Moody Was in a Mood. Not a Good Mood. A Bad Mood. (Judy Moody #1),Megan McDonald,"McDonald, Megan",Peter H. Reynolds,0763612316,9780763612313,4,3.98,Candlewick Press,Paperback,160,2010,2000,,04/05/2020,,,read,,,,1,0
35135718,"Arifureta: From Commonplace to World's Strongest, Vol. 2",Ryo Shirakome,"Shirakome, Ryo","Takayaki, Ningen",,,4,4.2,J-Novel Club,Kindle Edition,280,2017,2015,,24/04/2020,,,read,,,,1,0
34613327,"Arifureta: From Commonplace to World's Strongest, Vol. 1",Ryo Shirakome,"Shirakome, Ryo","Takayaki, Ningen",,,4,4.29,J-Novel Club,Kindle Edition,270,2017,2015,,24/04/2020,,,read,,,,1,0
554037,Sammy and Juliana in Hollywood,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,0060843748,9780060843748,0,3.9,Rayo,Paperback,360,2006,2006,,09/04/2020,to-read,to-read (#175),to-read,,,,0,0
38205707,Blood Heir (Blood Heir Trilogy #1),Amélie Wen Zhao,"Zhao, Amélie Wen",,0525707816,9780525707813,0,3.85,Delacorte Press,ebook,496,2019,2019,,09/04/2020,to-read,to-read (#174),to-read,,,,0,0
42978775,"Lessons from a One-Night Stand (The Baileys, #1)",Piper Rayne,"Rayne, Piper",,,,4,4.13,,Kindle Edition,340,2019,2019,,07/04/2020,,,read,,,,1,0
29554546,Super Awkward,Beth Garrod,"Garrod, Beth",,1407166409,9781407166407,0,3.65,Scholastic,Paperback,405,2016,2016,,06/04/2020,to-read,to-read (#173),to-read,,,,0,0
42613944,The Memory Thief,Lauren Mansy,"Mansy, Lauren",,,,0,3.2,Blink,Kindle Edition,368,2019,2019,,04/04/2020,to-read,to-read (#172),to-read,,,,0,0
39727075,The Feminist Agenda of Jemima Kincaid,Kate Hattemer,"Hattemer, Kate",,1984849123,9781984849120,0,2.87,Knopf Books for Young Readers,Hardcover,304,2020,2020,,04/04/2020,to-read,to-read (#171),to-read,,,,0,0
28260524,"Stealing Snow (Stealing Snow, #1)",Danielle  Paige,"Paige, Danielle",,1681190761,9781681190761,0,3.17,Bloomsbury USA Childrens,Hardcover,375,2016,2016,,04/04/2020,to-read,to-read (#170),to-read,,,,0,0
13553362,A Dog Called Homeless,Sarah Lean,"Lean, Sarah",,0007455038,9780007455034,4,4.22,HarperCollins Children's Books,Paperback,240,2012,2012,,30/03/2020,,,read,,,,1,0
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,0670022411,9780670022410,0,4.02,Viking Penguin,Hardcover,579,2011,2011,,30/03/2020,to-read,to-read (#169),to-read,,,,0,0
20569349,"ハイキュー!! 5 (Haikyū!!, #5)",Haruichi Furudate,"Furudate, Haruichi",古舘 春一,4088706315,9784088706313,4,4.62,集英社 / Shūeisha,Paperback,208,2013,2013,06/03/2020,08/03/2020,,,read,,,,1,0
19015304,ハイキュー!! 2 [Haikyū!! 2],Haruichi Furudate,"Furudate, Haruichi",古舘 春一,,,4,4.61,集英社 / Shūeisha,Kindle Edition,200,2012,2012,,05/03/2020,,,read,,,,1,0
19048616,ハイキュー!! 3 [Haikyū!! 3],Haruichi Furudate,"Furudate, Haruichi",古舘 春一,,,4,4.6,集英社 / Shūeisha,Kindle Edition,200,2012,2012,,05/03/2020,,,read,,,,1,0
19048615,"ハイキュー!! 4 (Haikyū!!, #4)",Haruichi Furudate,"Furudate, Haruichi",古舘 春一,,,4,4.67,集英社 / Shūeisha,Kindle Edition,200,2013,2013,,05/03/2020,,,read,,,,1,0
20318855,ハイキュー!! 1 [Haikyū!! 1],Haruichi Furudate,"Furudate, Haruichi",古舘 春一,4088704533,9784088704531,4,4.59,集英社 [Shūeisha],Paperback,192,2012,2012,,05/03/2020,,,read,,,,1,0
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",Derek Landy,"Landy, Derek",Tom Percival,0061231150,9780061231155,4,4.18,HarperCollins,Hardcover,392,2007,2007,,25/02/2020,,,read,,,,1,0
31122,I Capture the Castle,Dodie Smith,"Smith, Dodie",,0312181108,9780312181109,4,4,Wyatt Book,Hardcover,408,1998,1948,,23/02/2020,,,read,,,,1,0
48715063,Diary of a Confused Feminist,Kate Weston,"Weston, Kate",,1444955047,9781444955040,0,3.86,Hodder Children's Books,Paperback,384,2020,2020,,09/02/2020,to-read,to-read (#168),to-read,,,,0,0
50999508,"One for Sorrow (The Magpie Society, #1)",Zoe Sugg,"Sugg, Zoe",Amy McCulloch,0241402344,9780241402344,0,3.73,Penguin,Hardcover,329,2020,2020,,09/02/2020,to-read,to-read (#167),to-read,,,,0,0
36414801,Scavenger Girl: Season of Atchem,Jennifer Arntson,"Arntson, Jennifer",,0999413309,9780999413302,0,4.06,Sleepy Adam,Paperback,352,2017,,,31/01/2020,to-read,to-read (#166),to-read,,,,0,0
40044545,Gravity,Sarah Deming,"Deming, Sarah",,,,4,3.93,Make Me a World/Knopf Books for Young Readers,Hardcover,400,2019,2019,,22/01/2020,,,read,,,,1,0
39280558,The Remarkable Journey of Coyote Sunrise,Dan Gemeinhart,"Gemeinhart, Dan",,,9781250196705,0,4.48,Henry Holt & Company (BYR),Hardcover,344,2019,2019,,05/11/2019,to-read,to-read (#164),to-read,,,,0,0
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,1481497065,9781481497060,5,4.21,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,,08/01/2019,,,read,,,,1,0
18480081,Love and Other Theories,Alexis Bass,"Bass, Alexis",,,,4,3.21,HarperTeen,,376,2014,2014,,20/12/2019,,,read,,,,1,0
23264671,"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,"Kristoff, Jay",,1250073030,9781250073037,4,4.47,St. Martin's Press,Hardcover,419,2017,2017,20/11/2019,11/12/2019,,,read,,,,1,0
6698199,"A Spy in the House (The Agency, #1)",Y.S. Lee,"Lee, Y.S.",,0763640670,9780763640675,4,3.78,Candlewick,Hardcover,335,2010,2009,,05/12/2019,,,read,,,,1,0
248309,The Cry of the Icemark,Stuart Hill,"Hill, Stuart",,043968627X,9780439686273,0,4.12,Scholastic Paperbacks,Paperback,496,2009,2005,,02/12/2019,to-read,to-read (#165),to-read,,,,0,0
44017627,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,"Rowell, Rainbow",Jim Tierney,1250146070,9781250146076,4,3.93,Wednesday Books,Hardcover,356,2019,2019,,02/12/2019,,,read,,,,1,0
30653853,"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,"Albertalli, Becky",,0062348701,9780062348708,4,3.91,Balzer + Bray,Hardcover,336,2017,2017,,13/11/2019,,,read,,,,1,0
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,1250073022,9781250073020,4,4.23,St. Martin's Press,Hardcover,427,2016,2016,,14/07/2019,,,read,,,,1,0
