Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
57007401,"Dating Dr. Dil (If Shakespeare Was an Auntie, #1)",Nisha Sharma,"Sharma, Nisha",,0063001101,9780063001107,4,3.67,Avon,Paperback,364,2022,2022,,17/02/2023,,,read,,,,1,0,"2023-02-15,2023-02-17",Romance|1752;Physical Tbr|565;Contemporary|348;2022 Reads|273;Contemporary Romance|255;Enemies To Lovers|242;Botm|230;2022 Releases|199;Fiction|195;Fake Dating|174;Read In 2022|171;Adult|168;Book Of The Month|129;Read 2022|123;2022 Books|120;Audiobooks|116;Rom Com|108;Chick Lit|98;Romcom|79;Series|72,41395
59339681,"What Lies Beyond the Veil (Of Flesh & Bone, #1)",Harper L. Woods,"Woods, Harper L.",,,,0,3.76,,Kindle Edition,419,2022,2022,,14/02/2023,to-read,to-read (#303),to-read,,,,0,0,,Fantasy|1225;Romance|326;Kindle Unlimited|317;Physical Tbr|284;Fae|249;Fantasy Romance|236;Series|118;Ku|102;Spicy|86;Adult|84;2022 Reads|64;Read In 2022|64;Wishlist|59;Enemies To Lovers|58;Booktok|58;Magic|55;Paranormal|55;Fantasy Tbr|55;New Adult|52;2022 Releases|52,27294
60306208,A Million Kisses in Your Lifetime,Monica  Murphy,"Murphy, Monica",,,9781945522291,0,3.89,EM Publishing,Paperback,552,2022,2022,,10/02/2023,to-read,to-read (#302),to-read,,,,0,0,,Physical Tbr|663;Romance|593;RomancÃ©|592;Enemies To Lovers|360;Kindle Unlimited|290;2022 Reads|174;Contemporary|166;High School|160;Want To Buy|124;Contemporary Romance|123;Read In 2022|117;Wishlist|116;New Adult|111;Read 2022|99;Booktok|91;Spicy|88;Grumpy Sunshine|88;Ku|80;Books I Have|75;Young Adult|73,75813
61896624,"Imogen, Obviously",Becky Albertalli,"Albertalli, Becky",,0063045877,9780063045873,0,4.53,Balzer & Bray/Harperteen,Hardcover,432,2023,2023,,26/01/2023,to-read,to-read (#301),to-read,,,,0,0,,2023 Releases|158;Young Adult|68;Lgbtq|65;Contemporary|63;Romance|57;Ya|47;Lgbtqia|42;Queer|41;Sapphic|39;Lgbt|32;Wishlist|28;Unreleased|24;Arcs|18;Fiction|17;To Be Released|16;Wlw|15;2023 Tbr|15;2023 Release|15;Not Out Yet|15;Anticipated Releases|14,175
58100280,The Cheat Sheet,Sarah       Adams,"Adams, Sarah",,,,3,3.75,,Kindle Edition,306,2021,2021,,15/01/2023,,,read,,,,1,0,"2023-01-14,2023-01-15",Romance|2793;Friends To Lovers|963;Physical Tbr|689;Fake Dating|611;Sports Romance|604;Contemporary|502;Sports|418;2022 Reads|354;Contemporary Romance|326;Read In 2022|263;Rom Com|211;Fiction|202;Kindle Unlimited|189;Adult|169;Audiobooks|168;Read 2022|166;Wishlist|165;2022 Books|145;Want To Buy|137;2021 Reads|135,132088
43798285,The Institute,Stephen King,"King, Stephen",,,,4,4.2,Scribner,Hardcover,561,2019,2019,,03/01/2023,,,read,,,,1,0,"2022-12-31,2023-01-02",Horror|3758;Stephen King|2395;Fiction|2049;Thriller|1474;Science Fiction|760;Sci Fi|736;Fantasy|644;Audiobooks|571;Physical Tbr|448;Mystery|415;King|380;Audio|354;Paranormal|308;Mystery Thriller|276;Read In 2020|257;Read In 2019|256;Audible|246;Adult|244;Wishlist|213;Suspense|207,228435
59513138,"Violet Made of Thorns (Violet Made of Thorns, #1)",Gina Chen,"Chen, Gina",,059342753X,9780593427538,0,3.63,Delacorte Press,Hardcover,368,2022,2022,,02/01/2023,to-read,to-read (#300),to-read,,,,0,0,,Fantasy|1311;Young Adult|429;Physical Tbr|417;2022 Releases|402;Romance|354;Ya|288;Fairyloot|233;Ya Fantasy|148;Owlcrate|133;Enemies To Lovers|126;Owned Tbr|114;Fiction|108;Series|107;Magic|103;Retellings|100;Wishlist|96;2022 Reads|85;Arcs|80;Read In 2022|70;Owned Books|66,10686
58210340,"Only a Monster (Monsters, #1)",Vanessa Len,"Len, Vanessa",,,,0,3.91,HarperTeen,Hardcover,416,2022,2022,,02/01/2023,to-read,to-read (#299),to-read,,,,0,0,,Fantasy|1776;Young Adult|749;2022 Releases|528;Physical Tbr|460;Ya|459;Romance|369;Fairyloot|263;Ya Fantasy|219;Paranormal|215;Series|205;Urban Fantasy|189;Wishlist|180;Owlcrate|175;Fiction|150;Time Travel|142;Owned Tbr|139;Read In 2022|129;2022 Reads|124;Horror|100;Enemies To Lovers|96,17080
32855079,Sometime After Midnight,L.  Philips,"Philips, L.",,,,4,3.74,Viking Books for Young Readers,Hardcover,385,2018,2018,,24/01/2022,,,read,,,,1,0,"2022-12-21,2022-12-23",Lgbt|111;Lgbtq|109;Romance|108;Young Adult|100;Contemporary|87;Ya|65;Retellings|32;Queer|28;Fiction|24;Music|23;M M|21;Lgbtqia|21;2018 Releases|18;Gay|14;Wishlist|13;Queer Books|10,1611
58437812,She Gets the Girl,Rachael Lippincott,"Lippincott, Rachael",Alyson Derrick,1534493794,9781534493797,4,4.18,Simon & Schuster Books for Young Readers,Hardcover,384,2022,2022,,07/12/2022,,,read,,,,1,0,"2022-12-05,2022-12-06",Lgbtq|876;Romance|843;Sapphic|663;Lgbt|552;Queer|487;Young Adult|485;Contemporary|436;Physical Tbr|413;RomancÃ©|390;Lgbtqia|369;Ya|356;Wlw|330;2022 Releases|304;Fiction|214;Wishlist|168;2022 Reads|150;Read In 2022|148;Gay|106;Read 2022|103;Audiobooks|102,28893
13552764,The Interrogation of Ashala Wolf (The Tribe #1),Ambelin Kwaymullina,"Kwaymullina, Ambelin",,1921720085,9781921720086,4,3.8,Walker Books Australia,Paperback,395,2012,2012,,10/11/2022,,,read,,,,1,0,"2022-11-11,2022-11-17",Young Adult|192;Fantasy|156;Ya|114;Dystopia|108;Dystopian|99;Science Fiction|66;Sci Fi|51;Fiction|45;Australian|38;Series|32;Romance|30;Indigenous|25;Australia|25;Paranormal|25;Wishlist|17;Speculative Fiction|15;Magic|14;Loveozya|12;Diversity|12;Ya Fantasy|11,2351
44084186,Take a Chance on Me,Beth Garrod,"Garrod, Beth",,,,3,3.8,Scholastic,Paperback,,2019,2019,,06/04/2020,,,read,,,,1,0,"2022-11-06,2022-11-10",Young Adult|11,246
39297951,We Are Totally Normal,Rahul Kanakia,"Kanakia, Rahul",,,,0,2.65,Harper Teen,Kindle Edition,288,2020,2020,,06/11/2022,to-read,to-read (#298),to-read,,,,0,0,,Lgbtq|214;Lgbt|164;Young Adult|147;Contemporary|127;Romance|117;Ya|111;2020 Releases|97;Lgbtqia|81;Queer|79;Fiction|44;Read In 2020|23;Audiobooks|21;Mlm|20;Gay|19;Lgbtqiap|17;M M|17;Ya Contemporary|17;Arcs|16;2020 Release|16;Wishlist|16,3119
50022883,"Defy the Night (Defy the Night, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,1547604670,9781547604678,4,4.2,Bloomsbury YA,ebook,448,2021,2021,,23/12/2021,,,read,,,,1,0,"2022-11-04,2022-11-06",Fantasy|2290;Physical Tbr|812;Young Adult|704;Romance|479;Ya|400;2021 Releases|288;Series|256;Ya Fantasy|238;Fairyloot|212;Fiction|175;Owned Tbr|144;Enemies To Lovers|142;Wishlist|137;2022 Reads|127;Retellings|115;Fantasy Tbr|112;Owned Books|107;Fantasy Romance|105;Read In 2022|87;Read In 2021|80,31367
56980548,"Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante, #2)",Benjamin Alire SÃ¡enz,"SÃ¡enz, Benjamin Alire",,153449619X,9781534496194,4,4.15,Simon  Schuster Books for Young Readers,Hardcover,516,2021,2021,,25/10/2022,,,read,,,,1,0,"2022-10-23,2022-10-25",Lgbtq|1071;Young Adult|1038;Romance|995;Lgbt|862;Ya|662;Contemporary|578;Physical Tbr|566;Fiction|436;Queer|403;Lgbtqia|400;Wishlist|286;Series|240;2021 Releases|214;Audiobooks|210;Read In 2022|197;Gay|171;Want To Buy|165;2022 Reads|152;Coming Of Age|152;Historical Fiction|139,65649
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire SÃ¡enz,"SÃ¡enz, Benjamin Alire",,1442408928,9781442408920,4,4.33,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,,12/05/2019,,,read,,,,1,0,"2022-10-23,2022-10-23",Young Adult|8014;Lgbtq|5185;Lgbt|5085;Ya|5037;Romance|4771;Contemporary|4160;Fiction|3400;Queer|1993;Lgbtqia|1721;Physical Tbr|1265;Audiobooks|1256;Coming Of Age|1121;Realistic Fiction|961;Wishlist|892;Favs|824;5 Stars|752;Gay|662;Owned Books|577;Audio|550;Favoritos|545,520110
52252715,Women Don't Owe You Pretty,Florence Given,"Given, Florence",,,,0,3.78,Cassell,Kindle Edition,193,2020,2020,,26/09/2022,to-read,to-read (#297),to-read,,,,0,0,,Non Fiction|1148;Feminism|857;Nonfiction|281;Self Help|197;Physical Tbr|181;Feminist|132;Wishlist|77;Read In 2021|67;Bookshelf|65;Lgbtq|55;On My Shelf|54;Read 2021|51;Want To Buy|50;Women|50;Read In 2020|49;2021 Reads|48;Audiobooks|48;Lgbt|41;My Bookshelf|41;Sub|40,43963
56692357,Some Girls Do,Jennifer Dugan,"Dugan, Jennifer",,,,4,3.74, G.P. Putnam's Sons Books for Young Readers ,Kindle Edition,336,2021,2021,,24/05/2022,,,read,,,,1,0,"2022-06-04,2022-06-05",Romance|679;Lgbtq|655;Sapphic|418;Lgbt|383;Contemporary|378;Young Adult|359;Queer|327;Lgbtqia|272;Ya|256;Wlw|244;2021 Releases|215;Physical Tbr|149;Fiction|149;Wishlist|102;Gay|68;Queer Books|57;Want To Buy|56;Read In 2022|54;Ya Contemporary|44;Lesbian|42,14779
60017811,"City of Nightmares (City of Nightmares, #1)",Rebecca Schaeffer,"Schaeffer, Rebecca",,0358647304,9780358647300,0,3.89,Clarion Books,Hardcover,384,2023,2023,,07/09/2022,to-read,to-read (#296),to-read,,,,0,0,,Fantasy|237;2023 Releases|188;Young Adult|120;Horror|86;Ya|53;Urban Fantasy|42;Paranormal|37;Series|31;Fairyloot|30;Ya Fantasy|29;Wishlist|27;Fiction|26;2023 Release|23;Physical Tbr|21;Arc|21;Vampires|21;Arcs|20;2023 Tbr|18;Dystopian|15;2023 Anticipated Releases|12,903
57529204,"Dance With The Sword (Bluebeard's Secret, #2)",Sarah K.L. Wilson,"Wilson, Sarah K.L.",,,,4,4.26,,Kindle Edition,371,2021,,,04/09/2022,,,read,,,,1,0,"2022-09-04,2022-09-04",Fantasy|53;Romance|11;Retellings|11;Kindle Unlimited|10,939
56146043,"Fly with the Arrow (Bluebeard's Secret, #1)",Sarah K.L. Wilson,"Wilson, Sarah K.L.",,,,4,4.14,,Kindle Edition,311,2021,2021,,03/09/2022,,,read,,,,1,0,"2022-09-03,2022-09-03",Fantasy|164;Romance|58;Kindle Unlimited|50;Retellings|50;Fae|32;Fantasy Romance|27;New Adult|24;Enemies To Lovers|16;Young Adult|16;Fairy Tales|14;Magic|13;Ya|12;Retelling|10;Ku|10;2021 Releases|10,1836
61300301,Vampires Never Get Old: Tales with Fresh Bite,Zoraida CÃ³rdova,"CÃ³rdova, Zoraida","Natalie C. Parker, Samira Ahmed, Dhonielle Clayton, Tessa  Gratton, Heidi Heilig, Mark Oshiro, Julie   Murphy, Rebecca Roanhorse, Laura Ruby, V.E. Schwab, Kayla Whaley",1789096952,9781789096958,0,3.59,Titan Books,Paperback,293,2022,2020,,26/08/2022,to-read,to-read (#295),to-read,,,,0,0,,Fantasy|387;Short Stories|308;Vampires|278;Young Adult|233;Anthology|176;Ya|157;Anthologies|151;Horror|150;2020 Releases|141;Paranormal|124;Lgbtq|91;Lgbt|85;Fiction|66;Vampire|55;Lgbtqia|53;Queer|53;Physical Tbr|52;Wishlist|43;Urban Fantasy|42;Sapphic|37,5339
50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,0356515648,9780356515649,0,4.18,Orbit,Paperback,533,2021,2021,,26/08/2022,to-read,to-read (#294),to-read,,,,0,0,,Fantasy|3425;Lgbtq|742;Sapphic|689;Lgbt|642;Physical Tbr|600;Queer|502;2021 Releases|463;Romance|395;Adult|344;Fiction|336;Lgbtqia|319;Wlw|275;Series|232;High Fantasy|194;Wishlist|189;Owned Tbr|157;Illumicrate|147;Adult Fantasy|139;Young Adult|116;Tbr Fantasy|99,17361
55275757,You and Me on Vacation,Emily Henry,"Henry, Emily",,0241992230,9780241992234,0,3.93,Penguin UK,Paperback,368,2021,2021,,17/12/2021,to-read,to-read (#252),to-read,,,,0,0,,Romance|12467;Fiction|3004;Physical Tbr|2867;Contemporary|2806;Friends To Lovers|1566;2022 Reads|1509;2021 Reads|1309;Contemporary Romance|1240;Adult|1205;Read In 2021|1200;Read In 2022|1137;Audiobooks|1107;Chick Lit|1067;2022 Books|960;Summer Reads|857;2021 Books|851;Botm|826;Read 2022|811;Read 2021|775;Summer|745,796442
59939633,The Night & Its Moon,Piper C.J.,"C.J., Piper",,,9798985454406,0,3.48,"Fawn Storytelling, L.L.C.",Paperback,540,2022,2022,,25/07/2022,to-read,to-read (#293),to-read,,,,0,0,,Fantasy|192;Physical Tbr|162;Romance|48;Lgbtq|45;Fiction|30;Queer|29;Lgbt|23;Lgbtqia|20;Owned Tbr|18;Series|18;Need To Buy|17;2022 Releases|17;Owned Books|15;Bookshelf|15;Wishlist|15;My Library|14;Adult|14;Do Not Read|13;Sapphic|12;2023 Tbr|11,3051
60277850,House of Badawi,C.J. Khemi,"Khemi, C.J.",,,9798985697704,0,4.17,Bowne Street Press,Paperback,336,2022,2022,,25/07/2022,to-read,to-read (#292),to-read,,,,0,0,,Fantasy|19,23
34865995,"The Extinction Trials (The Extinction Trials, #1)",S.M.  Wilson,"Wilson, S.M.",,1474927343,9781474927345,0,3.91,Usborne GB,Paperback,384,2018,2018,,25/07/2022,to-read,to-read (#291),to-read,,,,0,0,,Fantasy|115;Young Adult|96;Dystopian|76;Ya|58;Dystopia|57;Sci Fi|50;Science Fiction|42;Physical Tbr|26;2018 Releases|26;Read In 2018|23;Series|21;Fiction|20;Wishlist|19;Owned Tbr|18;Dinosaurs|17;Adventure|11;Thriller|10,3147
59053184,Her Dark Wings,Melinda Salisbury,"Salisbury, Melinda",,1788452135,9781788452137,0,3.8,David Fickling Books,Paperback,368,2022,2022,,24/07/2022,to-read,to-read (#290),to-read,,,,0,0,,Fantasy|48;Physical Tbr|27;Mythology|27;Young Adult|27;2022 Releases|24;Retellings|20;Ya|17;Owned Tbr|10,593
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,,,2,4.37,Ecco,Paperback,378,2012,2011,,18/07/2022,,,read,,,,1,0,,Historical Fiction|9239;Fantasy|9138;Fiction|7753;Romance|7360;Mythology|7323;Lgbtq|5034;Lgbt|4525;Physical Tbr|4278;Historical|2869;Queer|2320;Greek Mythology|2168;Retellings|1767;Lgbtqia|1645;Favs|1545;Audiobooks|1458;5 Stars|1377;Book Club|1228;Wishlist|1138;Adult|1104;Retelling|1051,1116834
18190208,"The Witch Hunter (The Witch Hunter, #1)",Virginia Boecker,"Boecker, Virginia",,031632700X,9780316327008,0,3.8,"Little, Brown Books for Young Readers",Hardcover,362,2015,2015,,14/07/2022,to-read,to-read (#289),to-read,,,,0,0,,Fantasy|836;Young Adult|413;Ya|196;Witches|164;Magic|157;Romance|135;Paranormal|131;Wishlist|90;Series|86;Historical Fiction|86;Ya Fantasy|73;Arc|71;Historical|66;2015 Releases|62;Fiction|57;Sub|54;Read In 2015|48;2015 Release|48;Supernatural|36;Read 2015|26,11581
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,0062968785,9780062968784,0,4.1,Harper,Hardcover,368,2020,2018,,28/06/2022,to-read,to-read (#288),to-read,,,,0,0,,Non Fiction|2157;Memoir|820;Physical Tbr|674;Nonfiction|660;Memoirs|405;Wishlist|283;Romance|268;Audiobooks|248;Self Help|224;2022 Reads|201;Biography|196;Contemporary|191;2023 Tbr|168;Feminism|159;Want To Buy|154;Read In 2022|140;Fiction|131;Book Club|130;Essays|118;Bookshelf|108,155797
37830514,Running With Lions,Julian Winters,"Winters, Julian",,1945053623,9781945053627,0,3.69,Duet Books,Paperback,307,2018,2018,,26/06/2022,to-read,to-read (#287),to-read,,,,0,0,,Lgbt|466;Lgbtq|411;Young Adult|393;Contemporary|366;Romance|308;Ya|257;Sports|186;Lgbtqia|162;Queer|139;M M|76;Fiction|69;2018 Releases|66;Ya Contemporary|64;Mlm|62;Gay|60;Read In 2018|42;Wishlist|41;Read In 2019|29;Realistic Fiction|29;Friends To Lovers|28,8254
49025767,"Darius the Great Deserves Better (Darius the Great, #2)",Adib Khorram,"Khorram, Adib",,059310823X,9780593108239,4,4.3,Dial Books,Hardcover,342,2020,2020,,26/06/2022,,,read,,,,1,0,"2022-06-25,2022-06-26",Young Adult|421;Ya|326;Lgbtq|309;Contemporary|287;Lgbt|226;Lgbtqia|155;Queer|153;Fiction|152;Romance|145;Mental Health|139;2020 Releases|96;Series|68;Audiobooks|67;Realistic Fiction|66;Read In 2021|48;2021 Reads|39;Mental Illness|35;Family|34;Teen|34;Ya Contemporary|33,8856
37506437,"Darius the Great Is Not Okay (Darius The Great, #1)",Adib Khorram,"Khorram, Adib",,0525552960,9780525552963,4,4.27,Dial Books,Hardcover,316,2018,2018,,25/06/2022,,,read,,,,1,0,"2022-06-23,2022-06-25",Young Adult|1492;Ya|1172;Contemporary|985;Lgbtq|656;Fiction|534;Mental Health|494;Lgbt|484;Lgbtqia|299;Queer|297;Realistic Fiction|279;Audiobooks|196;Physical Tbr|145;Mental Illness|143;Ya Contemporary|134;Wishlist|125;Iran|121;Teen|119;Series|115;Coming Of Age|113;Family|111,29094
55448116,"The Bone Witch (The Osseous Chronicles, #1)",Ivy Asher,"Asher, Ivy",,,,0,4.16,,Kindle Edition,292,2020,2020,,18/06/2022,to-read,to-read (#286),to-read,,,,0,0,,Fantasy|375;Kindle Unlimited|123;Paranormal|105;Witches|103;Romance|84;Urban Fantasy|75;Magic|71;Series|53;Fantasy Romance|40;Adult|38;Ku|35;Paranormal Romance|35;Wishlist|26;Enemies To Lovers|25;Fiction|25;Witch|18;Want To Buy|17;New Adult|16;Supernatural|16;Booktok|14,8075
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,1635574048,9781635574043,4,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,,18/06/2022,,,read,,,,1,0,"2022-06-14,2022-06-18",Fantasy|11836;Romance|2683;Physical Tbr|2483;Fiction|1091;Series|1049;Urban Fantasy|957;Adult|956;New Adult|939;Fae|834;Fantasy Romance|658;Magic|648;Sarah J Maas|645;2022 Reads|644;Paranormal|631;Wishlist|584;Read In 2020|566;Read In 2022|513;Owned Books|513;2020 Releases|505;2020 Reads|455,371579
52142931,"Whatever It Takes (Bad Reputation Duet, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,4,4.13,K.B. Ritchie,Kindle Edition,298,2020,2020,,08/06/2022,,,read,,,,1,0,"2022-06-09,2022-06-13",Romance|282;Friends To Lovers|138;New Adult|129;Series|78;Contemporary|76;Contemporary Romance|55;College|43;2020 Releases|30;Read In 2020|27;2022 Reads|26;High School|26;Physical Tbr|25;4 Stars|23;Favs|18;Adult|18;College Romance|17;Read In 2022|16;Addicted Series|15;Audiobooks|15;Book Boyfriends|15,9627
56898248,"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,"Cochrun, Alison",,1982170719,9781982170714,0,4.2,Atria Books,Paperback,354,2021,2021,,04/06/2022,to-read,to-read (#285),to-read,,,,0,0,,Romance|2765;Lgbtq|1094;Contemporary|725;Lgbt|686;Queer|561;Lgbtqia|496;Fiction|437;Adult|354;Contemporary Romance|245;Physical Tbr|233;Audiobooks|226;Read In 2022|218;Mental Health|215;2021 Releases|210;2022 Reads|197;M M|156;Read In 2021|149;Mm|139;Wishlist|129;Read 2022|121,43976
17158513,"Captive Prince: Volume Two (Captive Prince, #2)",C.S. Pacat,"Pacat, C.S.",,,,4,4.38,,ebook,216,2012,2013,,01/06/2022,,,read,,,,1,0,"2022-05-30,2022-06-01",Fantasy|2712;Romance|1376;Lgbt|1094;M M|869;Lgbtq|803;Mm|480;Enemies To Lovers|419;Adult|404;Queer|343;Fiction|339;Lgbtqia|299;Series|295;M M Romance|280;Historical|263;Mm Romance|217;Gay|168;5 Stars|166;Read In 2016|151;RomancÃ©|125;New Adult|125,60801
9305362,"Captive Prince (Captive Prince, #1)",C.S. Pacat,"Pacat, C.S.",,,,4,3.81,,ebook,240,2012,2013,,20/05/2018,,,read,,,,1,0,"2022-05-25,2022-05-30",Fantasy|3979;Romance|1836;Lgbt|1593;Lgbtq|1192;M M|1103;Mm|632;Adult|580;Fiction|537;Enemies To Lovers|508;Queer|476;Lgbtqia|445;Series|440;M M Romance|334;Historical|331;Mm Romance|257;Gay|252;Historical Fiction|203;Wishlist|190;Read In 2016|181;Dark|175,83253
31145148,The Love Interest,Cale Dietrich,"Dietrich, Cale",,125010713X,9781250107138,4,3.2,Feiwel & Friends,Hardcover,377,2017,2017,,27/05/2022,,,read,,,,1,0,"2022-05-25,2022-05-27",Young Adult|477;Lgbt|460;Romance|369;Ya|302;Lgbtq|300;Contemporary|243;Sci Fi|134;Botm|116;Lgbtqia|111;Science Fiction|108;Fiction|98;2017 Releases|78;Read In 2017|76;Queer|65;Book Of The Month|64;Wishlist|55;Dystopia|53;Dystopian|53;Glbt|51;2017 Reads|46,10793
57671132,You've Got This: Learn to love yourself and truly shine in your teens and beyond,Tammy Darcy,"Darcy, Tammy",,,,0,4,,Kindle Edition,,2021,,,25/05/2022,to-read,to-read (#284),to-read,,,,0,0,,,25
60378655,The Ones We Burn,Rebecca Mix,"Mix, Rebecca",,,,0,3.6,Margaret K. McElderry Books ,Kindle Edition,478,2022,2022,,22/02/2021,to-read,to-read (#212),to-read,,,,0,0,,Fantasy|459;Physical Tbr|240;2022 Releases|205;Fairyloot|156;Young Adult|142;Sapphic|140;Lgbtq|131;Lgbt|125;Ya|96;Romance|90;Queer|87;Lgbtqia|65;Wishlist|57;Witches|55;Owned Tbr|52;Ya Fantasy|47;Wlw|47;Fiction|40;Standalone|34;2022 Release|28,1801
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,1250313198,9781250313195,4,4.23,Tor,Hardcover,448,2019,2019,,12/05/2021,,,read,,,,1,0,"2022-05-22,2022-05-24",Fantasy|7841;Sci Fi|2575;Science Fiction|2023;Fiction|1421;Lgbtq|1418;Lgbt|1397;Horror|1079;Queer|1045;Physical Tbr|755;Sapphic|639;Adult|636;Lgbtqia|572;Mystery|562;Scifi|530;Series|498;Audiobooks|455;Wishlist|413;Wlw|344;Magic|333;Sci Fi Fantasy|301,97147
58756420,I Kissed Shara Wheeler,Casey McQuiston,"McQuiston, Casey",,1250244455,9781250244451,4,3.99,St. Martin's Press,Hardcover,356,2022,2022,,16/05/2022,,,read,,,,1,0,"2022-05-16,2022-05-16",Romance|1930;Lgbtq|1386;Young Adult|1288;Ya|1000;Contemporary|864;Lgbt|794;Physical Tbr|708;Queer|676;2022 Releases|605;Sapphic|550;Lgbtqia|514;Fiction|477;Mystery|428;Read In 2022|407;2022 Reads|368;Wlw|306;Audiobooks|286;Read 2022|210;Wishlist|203;2022 Books|151,54355
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,4,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,18/08/2015,27/05/2017,,,read,,,,1,0,",2015-08-18",Fantasy|56135;Young Adult|16903;Fiction|15838;Harry Potter|11458;Ya|6610;Series|5290;Magic|4378;Childrens|2966;Owned Books|2657;Re Read|2427;Adventure|2414;Audiobooks|2149;Middle Grade|2010;Children|1946;Childhood|1848;5 Stars|1807;Classics|1718;My Books|1712;All Time Favorites|1676;J K Rowling|1634,3434584
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,4,4.58,Scholastic Inc.,Paperback,652,2006,2005,10/08/2015,27/05/2017,,,read,,,,1,1,",2015-08-10",Fantasy|56281;Young Adult|16583;Fiction|16093;Harry Potter|11377;Ya|6414;Series|5274;Magic|4288;Childrens|3005;Owned Books|2614;Re Read|2501;Adventure|2236;Audiobooks|2190;Middle Grade|2010;Children|1951;Childhood|1880;My Books|1669;5 Stars|1641;J K Rowling|1633;Classics|1633;My Library|1499,3017033
15710432,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,1408825864,9781408825860,4,4.47,Bloomsbury,Hardcover,223,2011,1997,12/06/2015,23/07/2017,,,read,,,,1,1,",2015-06-12",Fantasy|73547;Fiction|21925;Young Adult|19778;Harry Potter|14261;Ya|7864;Series|6937;Magic|5769;Childrens|4995;Re Read|4458;Middle Grade|4234;Classics|3480;Children|3289;Adventure|3284;Audiobooks|3250;Owned Books|3250;Childhood|2821;Reread|2765;Children S|2417;My Books|2202;5 Stars|2147,9176260
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPrÃ©, Jim Kay",,,4,4.56,Scholastic,Paperback,734,2002,2000,14/07/2015,27/05/2017,,,read,,,,1,0,",2015-07-14",Fantasy|58602;Young Adult|17073;Fiction|16505;Harry Potter|11934;Ya|6533;Series|5500;Magic|4577;Childrens|3358;Re Read|2867;Owned Books|2702;Middle Grade|2517;Audiobooks|2444;Adventure|2439;Children|2181;Childhood|2143;5 Stars|1795;Classics|1786;My Books|1742;Reread|1724;J K Rowling|1690,3355574
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,043965548X,9780439655484,4,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,02/07/2015,27/05/2017,,,read,,,,1,1,",2015-07-02",Fantasy|60816;Fiction|17338;Young Adult|16931;Harry Potter|12326;Ya|6470;Series|5673;Magic|4754;Childrens|3850;Re Read|3268;Middle Grade|3135;Owned Books|2840;Audiobooks|2616;Adventure|2602;Children|2507;Childhood|2308;5 Stars|2013;Reread|1956;Classics|1935;My Books|1810;Children S|1793,3755277
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,,,4,4.5,Scholastic Inc.,Paperback,912,2004,2003,31/07/2015,27/05/2017,,,read,,,,1,1,",2015-07-31",Fantasy|56301;Young Adult|16753;Fiction|15769;Harry Potter|11570;Ya|6416;Series|5314;Magic|4341;Childrens|3066;Owned Books|2629;Re Read|2606;Audiobooks|2287;Adventure|2286;Middle Grade|2183;Children|1989;Childhood|1945;My Books|1670;Classics|1635;J K Rowling|1633;Reread|1535;5 Stars|1525,3114243
