Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
23592235,"Am I Normal Yet? (The Spinster Club, #1)",Holly Bourne,"Bourne, Holly",,1409590305,9781409590309,0,4.17,Usborne Publishing Ltd,Paperback,434,2015,2015,,01/10/2017,currently-reading,currently-reading (#8),currently-reading,,,,2,0,,Young Adult|488;Contemporary|454;Mental Health|307;Ya|306;Feminism|179;Fiction|134;Romance|128;Mental Illness|96;Wishlist|72;Series|68;Ya Contemporary|63;Physical Tbr|60;Read In 2018|39;Owned Books|39;Read In 2017|38;5 Stars|38;Read In 2016|33;Friendship|28;4 Stars|27;Realistic Fiction|26,17544
18752959,"The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover, #2)",Rick Riordan,"Riordan, Rick",,1484721349,9781484721346,4,4.29,Disney-Hyperion,ebook,60,2014,2014,,01/10/2017,,,read,,,,1,0,,Fantasy|831;Mythology|533;Rick Riordan|427;Young Adult|278;Middle Grade|170;Percy Jackson|156;Short Stories|156;Fiction|144;Ya|128;Adventure|117;Series|80;Magic|74;Urban Fantasy|62;Greek Mythology|56;Short Story|46;Novellas|46;Read In 2014|45;Riordan|44;Riordanverse|40;Novella|40,29663
18752963,"The Crown of Ptolemy (Percy Jackson & Kane Chronicles Crossover, #3)",Rick Riordan,"Riordan, Rick",,148470987X,9781484709870,4,4.37,Disney-Hyperion,ebook,63,2015,2015,,01/10/2017,,,read,,,,1,0,,Fantasy|642;Mythology|411;Rick Riordan|343;Young Adult|233;Middle Grade|145;Percy Jackson|139;Short Stories|117;Fiction|111;Ya|95;Adventure|91;Series|61;Magic|59;Urban Fantasy|50;Novellas|47;Read In 2015|44;Short Story|41;Greek Mythology|38;Novella|37;Riordan|36;Riordanverse|35,22184
17312201,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan,"Riordan, Rick",,,,4,4.26,Disney-Hyperion,ebook,40,2013,2012,,01/10/2017,,,read,,,,1,0,,Fantasy|1070;Mythology|676;Rick Riordan|509;Young Adult|360;Percy Jackson|208;Middle Grade|202;Short Stories|175;Fiction|170;Ya|166;Adventure|130;Series|102;Greek Mythology|89;Magic|80;Ebooks|73;Urban Fantasy|72;Novellas|63;Short Story|57;Kane Chronicles|54;Novella|54;Action|45,45217
32288152,"Forever Geek (Geek Girl, #6)",Holly Smale,"Smale, Holly",,000757469X,9780007574698,4,4.38,HarperCollinsChildrenâ€™sBooks,Paperback,400,2017,2017,01/10/2017,14/09/2017,,,read,,,,1,0,"2017-09-14,2017-10-01",Young Adult|54;Contemporary|44;Romance|30;Ya|19;Geek Girl|15;Read In 2017|12;Series|10,2576
26094860,"Head Over Heels (Geek Girl, #5)",Holly Smale,"Smale, Holly",,0007574622,9780007574629,4,4.17,HarperCollins Children's Books,Hardcover,416,2016,2016,,01/10/2017,,,read,,,,1,0,,Young Adult|65;Contemporary|41;Romance|35;Ya|23;Geek Girl|22;Read In 2016|10;Series|10,3239
23296910,"All That Glitters (Geek Girl, #4)",Holly Smale,"Smale, Holly",,0007574584,9780007574582,4,4.05,HarperCollins Children's Books,Hardcover,400,2015,2015,,01/10/2017,,,read,,,,1,0,,Young Adult|90;Contemporary|57;Ya|36;Romance|28;Series|27;Geek Girl|26;Wishlist|16;Read In 2015|13;Ya Contemporary|10;Fiction|10,4887
18665259,"Picture Perfect (Geek Girl, #3)",Holly Smale,"Smale, Holly",,000748948X,9780007489480,4,4.03,HarperCollins Children's Books,Paperback,400,2014,2014,,01/10/2017,,,read,,,,1,0,,Young Adult|118;Contemporary|82;Romance|63;Ya|61;Series|34;Geek Girl|30;Fiction|20;Chick Lit|15;Read In 2014|14;Wishlist|13;My Books|12;Humor|12;Funny|11;Childhood|10;Read In 2016|10;Owned Books|10,7261
18065780,"Model Misfit (Geek Girl, #2)",Holly Smale,"Smale, Holly",,0007489463,9780007489466,4,4.03,HarperCollins Children's Books,Paperback,356,2013,2013,,01/10/2017,,,read,,,,1,0,,Young Adult|182;Contemporary|118;Ya|91;Romance|83;Geek Girl|51;Series|42;Fiction|35;Humor|23;My Books|22;Read In 2014|22;Chick Lit|22;Owned Books|19;Teen|19;Read In 2016|16;Ya Contemporary|16;Read In 2015|15;Funny|14;Humour|13;Ya Books|13;Realistic Fiction|12,10959
13621089,"Geek Girl (Geek Girl, #1)",Holly Smale,"Smale, Holly",,0007489447,9780007489442,4,3.75,HarperCollins Children's Books,Paperback,378,2013,2013,,01/10/2017,,,read,,,,1,1,,Young Adult|484;Contemporary|318;Ya|281;Romance|178;Fiction|104;Series|89;Geek Girl|70;Chick Lit|69;Humor|57;Wishlist|44;My Books|42;Funny|42;Realistic Fiction|41;Read In 2015|40;Read In 2014|40;Owned Books|40;Teen|39;Ya Contemporary|36;Read In 2016|29;Read In 2013|27,21692
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.46,Bloomsbury USA Childrens,Hardcover,565,2014,2014,,01/10/2017,,,read,,,,1,0,,Fantasy|15432;Young Adult|4829;Ya|2571;Romance|2187;Series|1412;Magic|1288;Fae|1130;Fiction|1123;Physical Tbr|1111;Ya Fantasy|1092;Sarah J Maas|1046;Throne Of Glass|911;High Fantasy|907;New Adult|877;Owned Books|796;5 Stars|640;Adventure|545;Paranormal|489;All Time Favorites|457;Read In 2015|435,528648
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.56,Bloomsbury USA Childrens,Hardcover,648,2015,2015,01/10/2017,01/10/2017,,,read,,,,1,0,"2017-10-01,2017-10-01",Fantasy|13665;Young Adult|4097;Romance|2258;Ya|2126;Series|1206;Magic|1146;Physical Tbr|1127;Fae|1064;Fiction|1021;Sarah J Maas|993;Ya Fantasy|961;New Adult|926;Throne Of Glass|872;High Fantasy|844;Owned Books|719;5 Stars|681;Paranormal|467;Adventure|451;All Time Favorites|423;My Books|404,461255
26863058,"The Tiger and the Wolf (Echoes of the Fall, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,0230770061,9780230770065,0,3.96,Macmillan UK,Hardcover,590,2016,2016,,14/09/2017,currently-reading,currently-reading (#7),currently-reading,,,,1,0,,Fantasy|608;Fiction|61;Series|39;Wishlist|35;Adult|27;Epic Fantasy|27;Physical Tbr|20;Shapeshifters|20;High Fantasy|20;Owned Books|19;Magic|17;Abandoned|15;Owned Tbr|14;Werewolves|14;Audiobooks|12;Fantasy Sci Fi|12;To Read Fantasy|11;Tbr Fantasy|11;Adventure|11;Fantasy Tbr|10,4009
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,0064471837,9780064471831,0,4.16,Harper Collins,Mass Market Paperback,491,1996,1995,,05/09/2017,to-read,to-read (#44),to-read,,,,0,0,,Fantasy|11844;Young Adult|3727;Ya|2012;Fiction|1521;Series|766;Magic|681;Ya Fantasy|495;High Fantasy|493;Adventure|470;Audiobooks|335;Sci Fi Fantasy|315;Fantasy Sci Fi|249;Teen|242;Wishlist|226;Audio|224;Romance|198;Owned Books|178;Ya Fiction|178;Physical Tbr|176;Re Read|175,201085
4558004,Pirates of the Caribbean: The Price of Freedom,A.C. Crispin,"Crispin, A.C.",,1423107047,9781423107040,0,4.21,Disney Editions,Hardcover,653,2011,2011,,05/09/2017,to-read,to-read (#43),to-read,,,,0,0,,Pirates|70;Fantasy|56;Historical Fiction|40;Adventure|32;Fiction|21;Wishlist|16;Historical|15;Disney|10;Young Adult|10,1002
31932429,Angelbound (Angelbound Origins #1),Christina Bauer,"Bauer, Christina",,,,0,3.99,"Monster House Books, LLC",ebook,525,2016,2013,,05/09/2017,to-read,to-read (#42),to-read,,,,0,0,,Fantasy|307;Paranormal|192;Young Adult|162;Angels|153;Demons|128;Romance|116;Ya|114;Urban Fantasy|61;Magic|57;Paranormal Romance|54;Series|50;Supernatural|46;Ebooks|38;Angels Demons|37;New Adult|27;Angels And Demons|25;E Books|25;Fiction|25;Kindle Books|21;Ya Fantasy|19,7858
35534230,"Significance (Significance, #1)",Shelly Crane,"Crane, Shelly",,,,0,4.09,"Kiss Me Publications, LLC",Kindle Edition,396,2011,2011,,05/09/2017,to-read,to-read (#41),to-read,,,,0,0,,Paranormal|755;Young Adult|645;Romance|640;Fantasy|483;Ya|413;Paranormal Romance|287;Series|255;Supernatural|190;Magic|133;New Adult|122;Contemporary|99;Ebooks|84;Soulmates|80;Kindle Books|65;Fiction|56;Pnr|54;E Books|49;Insta Love|48;Ya Paranormal|48;Urban Fantasy|48,44652
6686092,"Lies (Gone, #3)",Michael  Grant,"Grant, Michael",,,,4,4.08,HarperCollins ,Hardcover,447,2010,2010,,05/09/2017,,,read,,,,1,1,,Young Adult|975;Dystopian|560;Ya|449;Sci Fi|443;Dystopia|438;Science Fiction|434;Fantasy|421;Series|308;Fiction|222;Gone|192;Gone Series|119;Horror|117;Paranormal|117;Owned Books|104;Michael Grant|101;Adventure|93;Survival|87;Wishlist|84;Supernatural|82;My Books|75,65748
5047880,"Hunger (Gone, #2)",Michael  Grant,"Grant, Michael",,,,4,4.02,Katherine Tegen Books,Hardcover,590,2009,2009,05/09/2017,26/07/2017,,,read,,,,1,1,"2017-07-26,2017-09-05",Young Adult|1280;Dystopian|730;Ya|577;Science Fiction|560;Fantasy|557;Sci Fi|542;Dystopia|519;Series|345;Fiction|294;Gone|210;Paranormal|139;Horror|132;Owned Books|119;Adventure|113;Romance|107;Gone Series|107;Supernatural|103;Michael Grant|101;Survival|94;Teen|91,83422
9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,,,0,3.91,Dutton Books,Hardcover,338,2011,2011,,05/09/2017,,,read,,,,1,0,,Young Adult|3555;Romance|3206;Contemporary|2376;Ya|1899;Chick Lit|549;Series|539;Fiction|505;Read In 2014|350;Realistic Fiction|325;Ya Contemporary|322;Owned Books|308;Wishlist|285;Read In 2015|271;Contemporary Romance|229;Ya Romance|222;Teen|171;Ebooks|170;Read In 2011|170;Read In 2012|169;My Books|159,161464
25256980,"Origins (Summoner, #0.5)",Taran Matharu,"Matharu, Taran",,,,0,4.18,Hodder Children's Books,Kindle Edition,102,2015,2015,,05/09/2017,to-read,to-read (#40),to-read,,,,0,0,,Fantasy|103;Young Adult|37;Summoner|16;Ya|16;Magic|10,1976
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9781416975861,4,4.32,Margaret K. McElderry Books,Hardcover,479,2010,2010,,22/05/2017,,,read,,,,1,0,,Fantasy|13958;Young Adult|8421;Ya|4213;Romance|3265;Paranormal|2826;Steampunk|2468;Series|2296;Historical Fiction|1947;Cassandra Clare|1807;Fiction|1644;Urban Fantasy|1503;Shadowhunters|1246;Vampires|1221;Historical|1124;Ya Fantasy|1117;Angels|1022;Owned Books|1015;Physical Tbr|988;Supernatural|932;Magic|882,790600
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,1416914285,9781416914280,4,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,31/05/2016,,,read,,,,1,0,,Fantasy|23195;Young Adult|15021;Ya|7589;Paranormal|4911;Romance|4752;Urban Fantasy|3887;Series|3821;Fiction|3428;Vampires|2274;Cassandra Clare|2181;Supernatural|1739;Owned Books|1556;Ya Fantasy|1546;Magic|1468;Angels|1463;Shadowhunters|1378;Physical Tbr|1262;My Books|1131;The Mortal Instruments|1105;Werewolves|986,1902102
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",Mette Egerod,1416914307,9781416914303,4,4.29,Margaret K. McElderry Books,Hardcover,541,2009,2009,,31/05/2016,,,read,,,,1,0,,Fantasy|14348;Young Adult|9570;Ya|4638;Romance|3271;Paranormal|3133;Urban Fantasy|2513;Series|2354;Cassandra Clare|2038;Fiction|1752;Vampires|1727;Angels|1291;Shadowhunters|1287;Owned Books|1162;Supernatural|1154;Ya Fantasy|1054;Magic|1013;The Mortal Instruments|995;Physical Tbr|837;My Books|836;Mortal Instruments|782,917837
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,0385729332,9780385729338,4,3.83,Delacorte Press,Hardcover,294,2001,2001,,31/05/2016,,,read,,,,1,0,,Young Adult|5467;Ya|2577;Fiction|2032;Chick Lit|1163;Contemporary|1104;Series|994;Romance|856;Teen|523;Realistic Fiction|467;Childhood|378;Friendship|323;Ya Fiction|319;Coming Of Age|312;Owned Books|236;Young Adult Fiction|178;My Books|174;Ya Contemporary|173;My Library|147;High School|142;I Own|140,681915
402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,"Rennison, Louise",,0060288140,9780060288143,4,3.75,Harper Teen,Hardcover,247,2000,1999,,31/05/2016,,,read,,,,1,0,,Young Adult|2414;Ya|1291;Fiction|658;Humor|623;Romance|543;Contemporary|469;Chick Lit|441;Series|402;Teen|317;Funny|225;Realistic Fiction|183;Humour|160;Childhood|157;Ya Fiction|143;Comedy|142;Young Adult Fiction|91;High School|87;Owned Books|83;British|83;Teen Fiction|82,132918
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,1442416866,9781442416864,4,4.23,Margaret K. McElderry Books,Hardcover,535,2012,2012,,31/05/2016,,,read,,,,1,1,,Fantasy|9656;Young Adult|6160;Ya|2915;Romance|2408;Paranormal|2131;Cassandra Clare|1828;Series|1699;Urban Fantasy|1557;Shadowhunters|1242;Vampires|1165;Fiction|1102;Angels|979;Owned Books|945;Physical Tbr|905;The Mortal Instruments|903;Supernatural|762;Ya Fantasy|741;Magic|719;Mortal Instruments|655;My Books|650,503101
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,1442403543,9781442403543,4,4.09,Margaret K. McElderry Books,Hardcover,425,2011,2011,,01/06/2016,,,read,,,,1,0,,Fantasy|11162;Young Adult|7268;Ya|3506;Romance|2605;Paranormal|2493;Series|1944;Cassandra Clare|1921;Urban Fantasy|1865;Vampires|1432;Fiction|1354;Shadowhunters|1273;Angels|1111;Owned Books|1046;The Mortal Instruments|950;Physical Tbr|890;Supernatural|877;Ya Fantasy|839;Magic|772;My Books|730;Mortal Instruments|715,570141
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,1423146727,9781423146728,4,4.56,Disney-Hyperion Books,Hardcover,597,2013,2013,,22/05/2017,,,read,,,,1,0,,Fantasy|8027;Mythology|3391;Young Adult|3050;Rick Riordan|1913;Ya|1450;Middle Grade|1352;Fiction|1264;Series|1060;Percy Jackson|1016;Adventure|866;Greek Mythology|640;Owned Books|638;Physical Tbr|510;5 Stars|438;Urban Fantasy|421;Romance|402;Heroes Of Olympus|391;My Books|383;Childrens|360;Ya Fantasy|340,361847
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,0786856866,9780786856862,4,4.24,Hyperion Books,Hardcover,279,2006,2006,,22/05/2017,,,read,,,,1,1,,Fantasy|19241;Young Adult|7032;Fiction|3434;Middle Grade|3404;Ya|3010;Percy Jackson|2876;Rick Riordan|2629;Series|2348;Adventure|2042;Greek Mythology|1331;Owned Books|1142;Childrens|1133;Urban Fantasy|957;Physical Tbr|830;My Books|750;Children|711;Audiobooks|679;Childhood|659;Magic|643;Re Read|642,1016389
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,1406321346,9781406321340,4,4.56,Walker Books Ltd,Paperback,567,2013,2013,,22/05/2017,,,read,,,,1,0,,Fantasy|9100;Young Adult|5317;Romance|2673;Ya|2652;Paranormal|1818;Cassandra Clare|1586;Historical Fiction|1440;Series|1433;Steampunk|1348;Shadowhunters|1173;Urban Fantasy|1000;Fiction|959;Angels|837;Owned Books|819;Historical|807;Ya Fantasy|777;Physical Tbr|770;5 Stars|719;Made Me Cry|676;Magic|629,418221
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,0141382899,9780141382890,4,4.36,Puffin Books,Paperback,320,2007,2007,,22/05/2017,,,read,,,,1,0,,Fantasy|17331;Young Adult|6308;Mythology|5588;Fiction|3089;Middle Grade|3048;Percy Jackson|2749;Ya|2682;Rick Riordan|2567;Series|2192;Adventure|1827;Greek Mythology|1231;Owned Books|1068;Childrens|964;Physical Tbr|937;Urban Fantasy|863;My Books|698;5 Stars|613;Childhood|611;Children|604;Audiobooks|574,920831
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,1484724917,9781423146735,4,4.43,Disney-Hyperion Books,Hardcover,516,2014,2014,,22/05/2017,,,read,,,,1,0,,Fantasy|6979;Mythology|3018;Young Adult|2601;Rick Riordan|1676;Middle Grade|1256;Ya|1243;Fiction|1111;Series|901;Percy Jackson|837;Adventure|762;Owned Books|570;Greek Mythology|555;Physical Tbr|530;Urban Fantasy|378;My Books|315;Heroes Of Olympus|313;Childrens|303;5 Stars|299;Ya Fantasy|297;Read In 2014|285,284347
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,1423101472,9781423101475,4,4.53,Disney-Hyperion Books,Hardcover,381,2009,2009,,22/05/2017,,,read,,,,1,0,,Fantasy|15984;Young Adult|5977;Mythology|5324;Fiction|2797;Middle Grade|2723;Percy Jackson|2646;Rick Riordan|2537;Ya|2514;Series|2089;Adventure|1682;Greek Mythology|1167;Physical Tbr|1045;Owned Books|1012;Childrens|878;5 Stars|835;Urban Fantasy|825;My Books|664;Childhood|575;Ya Fantasy|531;Children|529,883435
22609358,"The Seven Sisters (The Seven Sisters, #1)",Lucinda Riley,"Riley, Lucinda",,1476759901,9781476759906,4,4.17,Atria Books,Hardcover,460,2015,2014,,22/05/2017,,,read,,,,1,0,,Historical Fiction|648;Fiction|512;Romance|500;Lucinda Riley|191;Historical|183;Series|167;Sub|124;Audiobooks|123;Mystery|120;Contemporary|113;Roman|86;Wishlist|81;Physical Tbr|80;Audio|80;Read In 2020|72;Chick Lit|70;Book Club|68;Owned Books|66;Read 2021|63;Read In 2021|58,92696
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,1423160916,9781423160915,4,4.24,Disney-Hyperion Books,Hardcover,499,2015,2015,,22/05/2017,,,read,,,,1,0,,Fantasy|5486;Mythology|2510;Young Adult|1978;Middle Grade|1280;Rick Riordan|1228;Ya|977;Fiction|813;Series|674;Adventure|597;Physical Tbr|422;Owned Books|400;Urban Fantasy|356;Magic|303;Childrens|284;Audiobooks|245;Magnus Chase|244;Wishlist|234;Ya Fantasy|233;My Books|215;Riordanverse|208,194346
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,1423160924,9781423160922,4,4.33,Disney-Hyperion Books,Hardcover,459,2016,2016,,22/05/2017,,,read,,,,1,1,,Fantasy|3212;Mythology|1609;Young Adult|1152;Rick Riordan|997;Middle Grade|764;Ya|568;Fiction|493;Series|379;Adventure|339;Lgbtq|319;Physical Tbr|316;Lgbt|306;Owned Books|258;Magnus Chase|217;Urban Fantasy|217;Riordanverse|199;Audiobooks|192;Magic|165;Percy Jackson|163;Lgbtqia|149,98862
21787,The Princess Bride,William Goldman,"Goldman, William",,0345418263,9780345418265,4,4.26,Ballantine Books,Paperback,456,2003,1973,,22/05/2017,,,read,,,,1,1,,Fantasy|16996;Classics|6610;Fiction|6330;Romance|3943;Humor|1899;Young Adult|1711;Adventure|1645;Classic|1247;Book Club|704;Wishlist|623;Ya|610;Comedy|564;Sci Fi Fantasy|539;Fairy Tales|518;Funny|495;Humour|466;Owned Books|429;Adult|410;Kindle Unlimited|402;All Time Favorites|370,865569
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,4,4.33,Scholastic Press,Hardcover,374,2008,2008,,22/05/2017,,,read,,,,1,0,,Young Adult|33379;Fiction|19593;Dystopian|19037;Fantasy|16243;Ya|15440;Dystopia|13952;Science Fiction|11588;Sci Fi|8840;Series|6635;Romance|4644;Adventure|3663;Hunger Games|3496;Owned Books|2616;Book Club|2128;My Books|2102;5 Stars|1996;Teen|1956;Re Read|1775;The Hunger Games|1717;Post Apocalyptic|1717,7870529
28954137,Tales from the Shadowhunter Academy,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Robin Wasserman",1481443259,9781481443258,0,4.33,Margaret K. McElderry Books,Hardcover,655,2016,2016,,22/05/2017,currently-reading,currently-reading (#6),currently-reading,,,,1,0,,Fantasy|2102;Young Adult|968;Shadowhunters|734;Cassandra Clare|525;Ya|465;Urban Fantasy|321;Physical Tbr|303;Short Stories|279;Paranormal|270;Owned Books|243;Romance|242;Ya Fantasy|217;Series|194;Fiction|158;My Books|148;Vampires|137;Read In 2017|129;Wishlist|129;Audiobooks|119;Shadowhunter Chronicles|106,63654
24638201,"Vendetta (Blood for Blood, #1)",Catherine Doyle,"Doyle, Catherine",,1909489816,9781909489813,0,4.01,Chicken House Ltd,Paperback,352,2015,2015,,23/07/2017,to-read,to-read (#39),to-read,,,,0,0,,Young Adult|221;Romance|198;Contemporary|174;Ya|113;Mafia|99;Mystery|76;Series|47;Fiction|30;Wishlist|30;Crime|29;Ya Contemporary|27;2015 Releases|27;Thriller|24;Read In 2015|21;Read In 2016|16;Mafia Romance|16;Suspense|16;Read In 2017|15;4 Stars|15;Ya Romance|15,6083
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,0061448761,9780061448768,4,3.86,Katherine Tegen Books,Hardcover,560,2008,2008,,22/05/2017,,,read,,,,1,1,,Young Adult|2985;Dystopian|1670;Ya|1460;Dystopia|1355;Fantasy|1201;Science Fiction|1178;Sci Fi|1160;Series|811;Fiction|713;Paranormal|303;Romance|277;Gone|274;Adventure|259;Owned Books|244;Supernatural|219;Physical Tbr|213;Wishlist|212;Teen|211;Post Apocalyptic|178;My Books|174,195622
34352236,"Sora's Quest (The Cat's Eye Chronicles, #1)",T.L. Shreffler,"Shreffler, T.L.",,,,0,3.99,Runaway Pen,Kindle Edition,382,2017,2012,,23/07/2017,to-read,to-read (#38),to-read,,,,0,0,,Fantasy|364;Young Adult|115;Magic|100;Ya|90;Romance|63;Paranormal|48;Adventure|35;Series|34;Assassins|33;High Fantasy|31;Fiction|30;Ya Fantasy|30;Ebooks|29;On My Kindle|19;E Books|18;Freebies|16;Freebie|15;Kindle Books|15;Nook|14;Assassin|13,5341
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.19,Bloomsbury USA Children's,Hardcover,406,2012,2012,,22/05/2017,,,read,,,,1,0,,Fantasy|26039;Young Adult|8900;Ya|4872;Romance|4183;Series|2549;Fiction|2261;Physical Tbr|1866;Ya Fantasy|1781;Magic|1723;High Fantasy|1275;Sarah J Maas|1142;Owned Books|1115;Throne Of Glass|1021;New Adult|970;Fae|938;Adventure|877;Paranormal|775;Re Read|686;Wishlist|670;My Books|669,984872
28682609,"Generation Next (Generation Next, #1)",Oli White,"White, Oli",Terry Ronald,1473638097,9781473638099,0,3.8,Hodder & Stoughton,Hardcover,304,2016,2016,,14/07/2017,to-read,to-read (#37),to-read,,,,0,0,,,574
9067850,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick",,1423140567,9781423140566,4,4.19,Hyperion Books for Children,Hardcover,452,2011,2011,,12/07/2017,,,read,,,,1,0,,Fantasy|4545;Mythology|2164;Young Adult|1759;Rick Riordan|1549;Middle Grade|885;Fiction|776;Ya|732;Adventure|608;Series|538;Kane Chronicles|417;Physical Tbr|319;Magic|316;Owned Books|312;Childrens|276;Urban Fantasy|243;My Books|233;Percy Jackson|223;Riordanverse|182;Children|174;Ya Fantasy|169,195011
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,1423140575,9781423140573,4,4.29,Hyperion Books,Hardcover,406,2012,2012,,12/07/2017,,,read,,,,1,0,,Fantasy|3491;Mythology|1725;Rick Riordan|1373;Young Adult|1246;Middle Grade|724;Fiction|590;Ya|542;Adventure|459;Series|415;Kane Chronicles|364;Physical Tbr|311;Owned Books|271;Magic|245;Childrens|206;Percy Jackson|199;Urban Fantasy|193;My Books|186;Riordanverse|175;Riordan|148;The Kane Chronicles|143,150317
26065653,"Royal Tour (The Potion Diaries, #2)",Amy Alward,"Alward, Amy",,1471143589,9781471143588,0,3.93,Simon & Schuster Children's UK,Paperback,372,2016,2016,,12/07/2017,to-read,to-read (#36),to-read,,,,0,0,,Fantasy|63;Young Adult|37;Romance|21;Ya|16;Magic|15;Fantasia|11;Series|10,1452
23344222,"The Potion Diaries (The Potion Diaries, #1)",Amy Alward,"Alward, Amy",Amy McCulloch,1471143562,9781471143564,4,3.76,Simon & Schuster UK,Paperback,320,2015,2015,,12/07/2017,,,read,,,,1,1,,Fantasy|282;Young Adult|167;Romance|103;Ya|92;Magic|64;Adventure|46;Series|42;Fiction|29;Wishlist|29;Ya Fantasy|24;High Fantasy|16;Physical Tbr|13;Middle Grade|13;Read In 2015|13;Arc|13;Fantasia|12;FantasÃ­a|12;Read In 2016|12;Owned Books|12;2015 Releases|12,4958
18297707,"Tangled (Tangled, #1)",Emma Chase,"Chase, Emma",,,,0,4.05,Gallery Books,Kindle Edition,254,2013,2013,,12/07/2017,to-read,to-read (#35),to-read,,,,0,0,,Romance|2588;Contemporary|944;Contemporary Romance|889;New Adult|541;Funny|524;Series|454;Adult|436;Chick Lit|325;Humor|324;Erotica|298;Male Pov|226;Enemies To Lovers|208;Emma Chase|188;Office Romance|177;5 Stars|174;Favorite|158;Fiction|143;Read In 2013|139;Hilarious|129;Alpha Male|107,115725
15938790,"Love, Lucie x",Marita Conlon-McKenna,"Conlon-McKenna, Marita",,085707833X,9780857078339,4,3.88,Simon & Schuster Children's,Paperback,224,2012,2012,,27/05/2017,,,read,,,,1,0,,,124
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,1442468408,9781442468405,4,4.43,Margaret K. McElderry Books,Hardcover,699,2017,2017,,22/05/2017,,,read,,,,1,1,,Fantasy|4114;Young Adult|2015;Ya|979;Shadowhunters|949;Cassandra Clare|853;Romance|849;Urban Fantasy|623;Physical Tbr|568;Paranormal|563;Series|520;Ya Fantasy|425;Owned Books|386;Read In 2017|351;Fiction|322;5 Stars|262;Lgbtq|244;Magic|243;Audiobooks|217;Angels|213;Wishlist|207,133604
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,1423113381,9781423113386,4,4.1,Disney-Hyperion,Hardcover,528,2010,2010,,22/05/2017,,,read,,,,1,0,,Fantasy|7207;Mythology|2986;Young Adult|2925;Rick Riordan|1800;Middle Grade|1414;Fiction|1267;Ya|1199;Adventure|1025;Series|968;Childrens|496;Kane Chronicles|482;Magic|455;Owned Books|389;Physical Tbr|387;Urban Fantasy|375;My Books|299;Children|269;Ya Fantasy|269;Wishlist|262;Percy Jackson|259,373300
